doc_id,senate_committee,senate_committee_refdate,house_committee,house_committee_refdate
08hb6166,FINANCE,2008-11-05,"Intergovernmental, Urban and Regional Affairs",2008-05-22
08hb6167,FINANCE,2008-11-05,"Intergovernmental, Urban and Regional Affairs",2008-05-22
08hb6168,FINANCE,2008-11-05,"Intergovernmental, Urban and Regional Affairs",2008-05-22
08hb6169,FINANCE,2008-11-05,"Intergovernmental, Urban and Regional Affairs",2008-05-22
08hb6170,FINANCE,2008-11-05,"Intergovernmental, Urban and Regional Affairs",2008-05-22
08hb6171,FINANCE,2008-11-05,"Intergovernmental, Urban and Regional Affairs",2008-05-22
08hb6172,"LOCAL, URBAN AND STATE AFFAIRS",2008-06-26,New Economy and Quality of Life,2008-05-22
08hb6173,NA,NA,Regulatory Reform,2008-05-22
08hb6174,NA,NA,Regulatory Reform,2008-05-22
08hb6175,NA,NA,Regulatory Reform,2008-05-22
08hb6176,NA,NA,Regulatory Reform,2008-05-22
08hb6177,NA,NA,Education,2008-05-22
08hb6178,NA,NA,Tax Policy,2008-05-22
08hb6179,FINANCE,2008-12-10,Tax Policy,2008-05-22
08hb6180,ECONOMIC DEVELOPMENT AND REGULATORY REFORM,2008-12-02,Regulatory Reform,2008-05-22
08hb6181,ECONOMIC DEVELOPMENT AND REGULATORY REFORM,2008-06-12,Commerce,2008-05-22
08hb6182,NA,NA,Tax Policy,2008-05-27
08hb6183,NA,NA,Judiciary,2008-05-28
08hb6184,NA,NA,Education,2008-05-28
08hb6185,NA,NA,Education,2008-05-28
08hb6186,NA,NA,"Intergovernmental, Urban and Regional Affairs",2008-06-03
08hb6187,ECONOMIC DEVELOPMENT AND REGULATORY REFORM,2008-06-12,Regulatory Reform,2008-06-03
08hb6188,ECONOMIC DEVELOPMENT AND REGULATORY REFORM,2008-06-12,Regulatory Reform,2008-06-03
08hb6189,JUDICIARY,2008-06-12,"Intergovernmental, Urban and Regional Affairs",2008-06-03
08hb6190,NA,NA,Tax Policy,2008-06-03
08hb6191,NA,NA,"Intergovernmental, Urban and Regional Affairs",2008-06-03
08hb6192,NA,NA,"Intergovernmental, Urban and Regional Affairs",2008-06-03
08hb6193,FINANCE,2008-12-18,Tax Policy,2008-06-03
08hb6194,FINANCE,2008-12-18,Tax Policy,2008-06-03
08hb6195,NA,NA,Regulatory Reform,2008-06-03
08hb6196,NA,NA,Regulatory Reform,2008-06-03
08hb6197,NA,NA,Oversight and Investigations,2008-06-03
08hb6198,NA,NA,Oversight and Investigations,2008-06-03
08hb6199,NA,NA,Judiciary,2008-06-04
08hb6200,SENIOR CITIZENS AND VETERANS AFFAIRS,2008-09-23,Military and Veterans Affairs and Homeland Security,2008-06-04
08hb6201,NA,NA,Health Policy,2008-06-04
08hb6202,NA,NA,Judiciary,2008-06-04
08hb6203,NA,NA,"Tourism, Outdoor Recreation and Natural Resources",2008-06-04
08hb6204,NA,NA,Tax Policy,2008-06-05
08hb6205,APPROPRIATIONS,2008-06-17,Appropriations,2008-06-05
08hb6206,NA,NA,New Economy and Quality of Life,2008-06-05
08hb6207,NA,NA,New Economy and Quality of Life,2008-06-05
08hb6208,COMMERCE AND TOURISM,2008-06-18,New Economy and Quality of Life,2008-06-05
08hb6209,NA,NA,New Economy and Quality of Life,2008-06-05
08hb6210,NA,NA,New Economy and Quality of Life,2008-06-05
08hb6211,NA,NA,Tax Policy,2008-06-05
08hb6212,NA,NA,Judiciary,2008-06-05
08hb6213,NA,NA,Transportation,2008-06-05
08hb6214,FAMILIES AND HUMAN SERVICES,2008-07-17,Families and Children's Services,2008-06-05
08hb6215,FAMILIES AND HUMAN SERVICES,2008-07-17,Families and Children's Services,2008-06-05
08hb6216,FAMILIES AND HUMAN SERVICES,2008-07-17,Families and Children's Services,2008-06-05
08hb6217,FAMILIES AND HUMAN SERVICES,2008-07-17,Families and Children's Services,2008-06-05
08hb6218,FAMILIES AND HUMAN SERVICES,2008-07-17,Families and Children's Services,2008-06-05
08hb6219,FAMILIES AND HUMAN SERVICES,2008-07-17,Families and Children's Services,2008-06-05
08hb6220,FAMILIES AND HUMAN SERVICES,2008-07-17,Families and Children's Services,2008-06-05
08hb6221,FAMILIES AND HUMAN SERVICES,2008-07-17,Families and Children's Services,2008-06-05
08hb6222,COMMERCE AND TOURISM,2008-09-16,Commerce,2008-06-05
08hb6223,NA,NA,Judiciary,2008-06-05
08hb6224,NA,NA,Oversight and Investigations,2008-06-05
08hb6225,NA,NA,Oversight and Investigations,2008-06-05
08hb6226,COMMERCE AND TOURISM,2008-09-23,Labor,2008-06-05
08hb6227,NA,NA,Appropriations,2008-06-05
08hb6228,NA,NA,Appropriations,2008-06-05
08hb6229,NA,NA,Judiciary,2008-06-10
08hb6230,NA,NA,Judiciary,2008-06-10
08hb6231,NA,NA,"Intergovernmental, Urban and Regional Affairs",2008-06-10
08hb6232,NA,NA,Judiciary,2008-06-10
08hb6233,NA,NA,Families and Children's Services,2008-06-10
08hb6234,NA,NA,Education,2008-06-10
08hb6235,NA,NA,Tax Policy,2008-06-11
08hb6236,NA,NA,Banking and Financial Services,2008-06-12
08hb6237,NA,NA,Commerce,2008-06-12
08hb6238,COMMERCE AND TOURISM,2008-09-23,New Economy and Quality of Life,2008-06-12
08hb6239,TRANSPORTATION,2008-07-17,Transportation,2008-06-12
08hb6240,NA,NA,Tax Policy,2008-06-17
08hb6241,NA,NA,Tax Policy,2008-06-17
08hb6242,NA,NA,Transportation,2008-06-17
08hb6243,"LOCAL, URBAN AND STATE AFFAIRS",2008-09-16,"Intergovernmental, Urban and Regional Affairs",2008-06-17
08hb6244,NA,NA,Appropriations,2008-06-17
08hb6245,NA,NA,Oversight and Investigations,2008-06-17
08hb6246,NA,NA,Transportation,2008-06-18
08hb6247,EDUCATION,2008-11-05,Education,2008-06-18
08hb6248,NA,NA,Health Policy,2008-06-18
08hb6249,JUDICIARY,2008-09-23,Judiciary,2008-06-18
08hb6250,JUDICIARY,2008-09-23,Judiciary,2008-06-18
08hb6251,HEALTH POLICY,2008-09-23,"Senior Health, Security, and Retirement",2008-06-18
08hb6252,HEALTH POLICY,2008-09-23,"Senior Health, Security, and Retirement",2008-06-18
08hb6253,HEALTH POLICY,2008-09-23,"Senior Health, Security, and Retirement",2008-06-18
08hb6254,HEALTH POLICY,2008-09-23,"Senior Health, Security, and Retirement",2008-06-18
08hb6255,HEALTH POLICY,2008-09-23,"Senior Health, Security, and Retirement",2008-06-18
08hb6256,HEALTH POLICY,2008-09-23,"Senior Health, Security, and Retirement",2008-06-18
08hb6257,NA,NA,Agriculture,2008-06-19
08hb6258,NA,NA,Transportation,2008-06-19
08hb6259,NA,NA,Tax Policy,2008-06-19
08hb6260,NA,NA,Tax Policy,2008-06-19
08hb6261,HEALTH POLICY,2008-09-23,"Senior Health, Security, and Retirement",2008-06-19
08hb6262,NA,NA,Tax Policy,2008-06-19
08hb6263,FINANCE,2008-09-16,Tax Policy,2008-06-19
08hb6264,NA,NA,Families and Children's Services,2008-06-19
08hb6265,NA,NA,Families and Children's Services,2008-06-19
08hb6266,NA,NA,Tax Policy,2008-06-19
08hb6267,NA,NA,"Intergovernmental, Urban and Regional Affairs",2008-06-19
08hb6268,NA,NA,"Tourism, Outdoor Recreation and Natural Resources",2008-06-19
08hb6269,HEALTH POLICY,2008-11-05,Military and Veterans Affairs and Homeland Security,2008-06-19
08hb6270,NA,NA,Education,2008-06-19
08hb6271,NATURAL RESOURCES AND ENVIRONMENTAL AFFAIRS,2008-06-26,"Tourism, Outdoor Recreation and Natural Resources",2008-06-19
08hb6272,NA,NA,Commerce,2008-06-19
08hb6273,NA,NA,Education,2008-06-19
08hb6274,NA,NA,Health Policy,2008-06-24
08hb6275,NA,NA,Regulatory Reform,2008-06-24
08hb6276,NA,NA,Ethics and Elections,2008-06-24
08hb6277,NA,NA,Judiciary,2008-06-24
08hb6278,NA,NA,Education,2008-06-24
08hb6279,NA,NA,Government Operations,2008-06-25
08hb6280,NA,NA,Judiciary,2008-06-25
08hb6281,NA,NA,Judiciary,2008-06-25
08hb6282,FINANCE,2008-11-05,Tax Policy,2008-06-25
08hb6283,NA,NA,Tax Policy,2008-06-26
08hb6284,NA,NA,Tax Policy,2008-06-26
08hb6285,NA,NA,Regulatory Reform,2008-06-26
08hb6286,NA,NA,Transportation,2008-06-26
08hb6287,FAMILIES AND HUMAN SERVICES,2008-09-11,Families and Children's Services,2008-06-26
08hb6288,NA,NA,Health Policy,2008-06-26
08hb6289,NA,NA,Tax Policy,2008-06-26
08hb6290,NA,NA,Judiciary,2008-06-27
08hb6291,NA,NA,Tax Policy,2008-06-27
08hb6292,NA,NA,Tax Policy,2008-06-27
08hb6293,NA,NA,"Tourism, Outdoor Recreation and Natural Resources",2008-06-27
08hb6294,NA,NA,"Intergovernmental, Urban and Regional Affairs",2008-06-27
08hb6295,NA,NA,"Intergovernmental, Urban and Regional Affairs",2008-06-27
08hb6296,NA,NA,Tax Policy,2008-06-27
08hb6297,BANKING AND FINANCIAL INSTITUTIONS,2008-09-23,Banking and Financial Services,2008-06-27
08hb6298,BANKING AND FINANCIAL INSTITUTIONS,2008-09-23,Banking and Financial Services,2008-06-27
08hb6299,NA,NA,Transportation,2008-06-27
08hb6300,NA,NA,Transportation,2008-06-27
08hb6301,NA,NA,Transportation,2008-06-28
08hb6302,NA,NA,Tax Policy,2008-06-28
08hb6303,NA,NA,Tax Policy,2008-06-28
08hb6304,NA,NA,"Intergovernmental, Urban and Regional Affairs",2008-06-28
08hb6305,NA,NA,Judiciary,2008-06-28
08hb6306,NA,NA,Regulatory Reform,2008-07-16
08hb6307,ECONOMIC DEVELOPMENT AND REGULATORY REFORM,2008-12-02,Health Policy,2008-07-16
08hb6308,NA,NA,Health Policy,2008-07-16
08hb6309,NA,NA,Transportation,2008-07-16
08hb6310,NA,NA,Appropriations,2008-07-16
08hb6311,NA,NA,Appropriations,2008-07-16
08hb6312,NA,NA,Appropriations,2008-07-16
08hb6313,NA,NA,Appropriations,2008-07-16
08hb6314,NA,NA,Military and Veterans Affairs and Homeland Security,2008-07-16
08hb6315,NA,NA,Tax Policy,2008-07-23
08hb6316,NA,NA,Regulatory Reform,2008-07-23
08hb6317,NA,NA,Regulatory Reform,2008-07-23
08hb6318,NA,NA,Tax Policy,2008-07-23
08hb6319,NA,NA,Great Lakes and Environment,2008-07-23
08hb6320,NA,NA,Tax Policy,2008-07-23
08hb6321,NA,NA,"Intergovernmental, Urban and Regional Affairs",2008-07-23
08hb6322,NA,NA,Transportation,2008-07-23
08hb6323,NA,NA,Transportation,2008-07-23
08hb6324,NA,NA,Transportation,2008-07-23
08hb6325,NA,NA,Transportation,2008-07-23
08hb6326,NA,NA,Transportation,2008-07-23
08hb6327,NA,NA,Oversight and Investigations,2008-07-23
08hb6328,NA,NA,Oversight and Investigations,2008-07-23
08hb6329,NA,NA,Oversight and Investigations,2008-07-23
08hb6330,NA,NA,Oversight and Investigations,2008-07-23
08hb6331,NA,NA,Oversight and Investigations,2008-07-23
08hb6332,NA,NA,Oversight and Investigations,2008-07-23
08hb6333,NA,NA,Education,2008-07-23
08hb6334,NA,NA,Judiciary,2008-07-23
08hb6335,NA,NA,Appropriations,2008-07-23
08hb6336,NA,NA,Appropriations,2008-07-23
08hb6337,NA,NA,Tax Policy,2008-07-23
08hb6338,AGRICULTURE,2008-12-02,Agriculture,2008-07-23
08hb6339,NA,NA,Agriculture,2008-07-23
08hb6340,JUDICIARY,2008-12-02,Judiciary,2008-07-23
08hb6341,JUDICIARY,2008-12-02,Judiciary,2008-07-23
08hb6342,NA,NA,Labor,2008-07-23
08hb6343,NA,NA,Education,2008-07-23
08hb6344,NA,NA,Labor,2008-07-23
08hb6345,NA,NA,Commerce,2008-07-23
08hb6346,NA,NA,Education,2008-07-23
08hb6347,NA,NA,Government Operations,2008-07-23
08hb6348,NA,NA,Tax Policy,2008-07-23
08hb6349,NA,NA,Commerce,2008-07-23
08hb6350,NA,NA,Commerce,2008-07-23
08hb6351,NA,NA,Judiciary,2008-07-23
08hb6352,NA,NA,Tax Policy,2008-07-23
08hb6353,ECONOMIC DEVELOPMENT AND REGULATORY REFORM,2008-12-02,Regulatory Reform,2008-07-23
08hb6354,NA,NA,Health Policy,2008-07-23
08hb6355,NA,NA,Commerce,2008-07-23
08hb6356,NA,NA,Tax Policy,2008-07-23
08hb6357,NA,NA,Tax Policy,2008-07-23
08hb6358,NA,NA,Tax Policy,2008-07-23
08hb6359,NA,NA,Tax Policy,2008-07-23
08hb6360,NA,NA,Oversight and Investigations,2008-07-23
08hb6361,NA,NA,Energy and Technology,2008-07-23
08hb6362,NA,NA,Tax Policy,2008-08-13
08hb6363,NA,NA,Regulatory Reform,2008-08-13
08hb6364,NA,NA,Regulatory Reform,2008-08-13
08hb6365,EDUCATION,2008-09-18,Education,2008-08-13
08hb6366,EDUCATION,2008-09-18,Education,2008-08-13
08hb6367,AGRICULTURE,2008-09-18,Agriculture,2008-08-13
08hb6368,AGRICULTURE,2008-09-18,Agriculture,2008-08-13
08hb6369,NA,NA,Regulatory Reform,2008-08-13
08hb6370,NA,NA,Military and Veterans Affairs and Homeland Security,2008-08-13
08hb6371,NA,NA,Tax Policy,2008-08-13
08hb6372,NA,NA,Judiciary,2008-08-13
08hb6373,NA,NA,Tax Policy,2008-08-13
08hb6374,NA,NA,Families and Children's Services,2008-08-13
08hb6375,NA,NA,Labor,2008-08-13
08hb6376,NA,NA,Health Policy,2008-08-13
08hb6377,NA,NA,Transportation,2008-08-13
08hb6378,NA,NA,Tax Policy,2008-08-13
08hb6379,APPROPRIATIONS,2008-12-10,Labor,2008-08-13
08hb6380,NA,NA,"Intergovernmental, Urban and Regional Affairs",2008-08-13
08hb6381,NA,NA,Health Policy,2008-08-13
08hb6382,NA,NA,Commerce,2008-08-20
08hb6383,NA,NA,Tax Policy,2008-08-20
08hb6384,NA,NA,Tax Policy,2008-08-20
08hb6385,"LOCAL, URBAN AND STATE AFFAIRS",2008-09-23,"Intergovernmental, Urban and Regional Affairs",2008-08-20
08hb6386,COMMERCE AND TOURISM,2008-11-05,Labor,2008-08-20
08hb6387,COMMERCE AND TOURISM,2008-11-05,Labor,2008-08-20
08hb6388,HEALTH POLICY,2008-09-23,"Senior Health, Security, and Retirement",2008-08-20
08hb6389,NA,NA,Labor,2008-08-20
08hb6390,ECONOMIC DEVELOPMENT AND REGULATORY REFORM,2008-11-05,Regulatory Reform,2008-08-20
08hb6391,ECONOMIC DEVELOPMENT AND REGULATORY REFORM,2008-11-05,Regulatory Reform,2008-08-20
08hb6392,NA,NA,Tax Policy,2008-09-03
08hb6393,NA,NA,Transportation,2008-09-03
08hb6394,NA,NA,"Intergovernmental, Urban and Regional Affairs",2008-09-03
08hb6395,NA,NA,Agriculture,2008-09-03
08hb6396,NA,NA,Commerce,2008-09-03
08hb6397,NA,NA,Commerce,2008-09-03
08hb6398,NA,NA,Ethics and Elections,2008-09-09
08hb6399,NA,NA,Education,2008-09-09
08hb6400,NA,NA,Commerce,2008-09-09
08hb6401,AGRICULTURE,2008-11-13,Agriculture,2008-09-09
08hb6402,NA,NA,"Tourism, Outdoor Recreation and Natural Resources",2008-09-09
08hb6403,APPROPRIATIONS,2008-09-18,Appropriations,2008-09-09
08hb6404,NA,NA,Insurance,2008-09-09
08hb6405,COMMERCE AND TOURISM,2008-12-02,Regulatory Reform,2008-09-09
08hb6406,FINANCE,2008-09-23,Tax Policy,2008-09-09
08hb6407,NA,NA,Health Policy,2008-09-09
08hb6408,NA,NA,Health Policy,2008-09-09
08hb6409,NA,NA,Health Policy,2008-09-09
08hb6410,NA,NA,Health Policy,2008-09-09
08hb6411,NA,NA,Health Policy,2008-09-09
08hb6412,NA,NA,Appropriations,2008-09-09
08hb6413,NA,NA,Appropriations,2008-09-09
08hb6414,TRANSPORTATION,2008-09-23,Transportation,2008-09-10
08hb6415,TRANSPORTATION,2008-09-23,Transportation,2008-09-10
08hb6416,NA,NA,Regulatory Reform,2008-09-10
08hb6417,NA,NA,Tax Policy,2008-09-10
08hb6418,NA,NA,Health Policy,2008-09-10
08hb6419,NA,NA,Health Policy,2008-09-10
08hb6420,ECONOMIC DEVELOPMENT AND REGULATORY REFORM,2008-12-18,Commerce,2008-09-10
08hb6421,NA,NA,Tax Policy,2008-09-10
08hb6422,NA,NA,Tax Policy,2008-09-10
08hb6423,NA,NA,Transportation,2008-09-10
08hb6424,NA,NA,"Tourism, Outdoor Recreation and Natural Resources",2008-09-10
08hb6425,NA,NA,"Intergovernmental, Urban and Regional Affairs",2008-09-10
08hb6426,COMMERCE AND TOURISM,2008-12-04,Labor,2008-09-10
08hb6427,COMMERCE AND TOURISM,2008-12-04,Labor,2008-09-10
08hb6428,FINANCE,2008-11-05,Tax Policy,2008-09-10
08hb6429,FINANCE,2008-11-05,Tax Policy,2008-09-10
08hb6430,FINANCE,2008-11-05,Tax Policy,2008-09-10
08hb6431,FINANCE,2008-11-05,Tax Policy,2008-09-10
08hb6432,NA,NA,Tax Policy,2008-09-10
08hb6433,NA,NA,Tax Policy,2008-09-10
08hb6434,NA,NA,Tax Policy,2008-09-10
08hb6435,NA,NA,Tax Policy,2008-09-10
08hb6436,NA,NA,Tax Policy,2008-09-10
08hb6437,FINANCE,2008-11-05,Tax Policy,2008-09-10
08hb6438,FINANCE,2008-11-05,Tax Policy,2008-09-10
08hb6439,NA,NA,Insurance,2008-09-11
08hb6440,NA,NA,Great Lakes and Environment,2008-09-11
08hb6441,NA,NA,Great Lakes and Environment,2008-09-11
08hb6442,NA,NA,Great Lakes and Environment,2008-09-11
08hb6443,APPROPRIATIONS,2008-12-10,Great Lakes and Environment,2008-09-11
08hb6444,NA,NA,Great Lakes and Environment,2008-09-11
08hb6445,NA,NA,Judiciary,2008-09-11
08hb6446,NA,NA,Judiciary,2008-09-11
08hb6447,NA,NA,Energy and Technology,2008-09-11
08hb6448,NA,NA,Tax Policy,2008-09-11
08hb6449,NA,NA,Regulatory Reform,2008-09-11
08hb6450,NA,NA,Regulatory Reform,2008-09-11
08hb6451,NA,NA,Regulatory Reform,2008-09-11
08hb6452,NA,NA,Tax Policy,2008-09-11
08hb6453,NA,NA,Government Operations,2008-09-11
08hb6454,NA,NA,Regulatory Reform,2008-09-11
08hb6455,TRANSPORTATION,2008-11-05,Transportation,2008-09-11
08hb6456,HEALTH POLICY,2008-09-25,Health Policy,2008-09-11
08hb6457,APPROPRIATIONS,2008-12-10,Appropriations,2008-09-16
08hb6458,NA,NA,Judiciary,2008-09-17
08hb6459,NA,NA,Judiciary,2008-09-17
08hb6460,APPROPRIATIONS,2008-12-10,Great Lakes and Environment,2008-09-17
08hb6461,NA,NA,"Tourism, Outdoor Recreation and Natural Resources",2008-09-17
08hb6462,FINANCE,2008-12-02,Agriculture,2008-09-17
08hb6463,NATURAL RESOURCES AND ENVIRONMENTAL AFFAIRS,2008-12-18,"Tourism, Outdoor Recreation and Natural Resources",2008-09-17
08hb6464,NA,NA,Ethics and Elections,2008-09-17
08hb6465,NA,NA,Regulatory Reform,2008-09-17
08hb6466,NA,NA,Tax Policy,2008-09-18
08hb6467,NA,NA,Tax Policy,2008-09-18
08hb6468,CAMPAIGN AND ELECTION OVERSIGHT,2008-11-13,Ethics and Elections,2008-09-18
08hb6469,NA,NA,Education,2008-09-18
08hb6470,NA,NA,"Tourism, Outdoor Recreation and Natural Resources",2008-09-18
08hb6471,FINANCE,2008-12-03,Tax Policy,2008-09-18
08hb6472,NA,NA,Tax Policy,2008-09-18
08hb6473,NA,NA,Tax Policy,2008-09-18
08hb6474,NA,NA,Tax Policy,2008-09-18
08hb6475,NA,NA,Appropriations,2008-09-18
08hb6476,JUDICIARY,2008-11-13,Judiciary,2008-09-18
08hb6477,CAMPAIGN AND ELECTION OVERSIGHT,2008-11-05,Ethics and Elections,2008-09-18
08hb6478,NA,NA,Education,2008-09-18
08hb6479,NA,NA,Education,2008-09-18
08hb6480,NA,NA,Tax Policy,2008-09-18
08hb6481,NA,NA,Commerce,2008-09-18
08hb6482,NA,NA,Tax Policy,2008-09-18
08hb6483,NA,NA,Tax Policy,2008-09-18
08hb6484,NA,NA,Education,2008-09-18
08hb6485,NA,NA,Great Lakes and Environment,2008-09-18
08hb6486,NA,NA,Great Lakes and Environment,2008-09-18
08hb6487,NA,NA,Great Lakes and Environment,2008-09-18
08hb6488,NA,NA,Great Lakes and Environment,2008-09-18
08hb6489,NA,NA,Great Lakes and Environment,2008-09-18
08hb6490,NA,NA,Tax Policy,2008-09-18
08hb6491,NA,NA,Families and Children's Services,2008-09-23
08hb6492,FINANCE,2008-11-13,"Intergovernmental, Urban and Regional Affairs",2008-09-23
08hb6493,FINANCE,2008-11-13,"Intergovernmental, Urban and Regional Affairs",2008-09-23
08hb6494,NA,NA,Insurance,2008-09-24
08hb6495,COMMERCE AND TOURISM,2008-12-02,New Economy and Quality of Life,2008-09-24
08hb6496,COMMERCE AND TOURISM,2008-12-02,New Economy and Quality of Life,2008-09-24
08hb6497,NA,NA,Transportation,2008-09-24
08hb6498,NA,NA,Agriculture,2008-09-24
08hb6499,"LOCAL, URBAN AND STATE AFFAIRS",2008-12-02,Ethics and Elections,2008-09-24
08hb6500,APPROPRIATIONS,2008-12-02,Government Operations,2008-09-24
08hb6501,NA,NA,Tax Policy,2008-09-24
08hb6502,NA,NA,New Economy and Quality of Life,2008-09-24
08hb6503,NA,NA,New Economy and Quality of Life,2008-09-24
08hb6504,NA,NA,New Economy and Quality of Life,2008-09-24
08hb6505,NA,NA,New Economy and Quality of Life,2008-09-24
08hb6506,NA,NA,New Economy and Quality of Life,2008-09-24
08hb6507,NA,NA,New Economy and Quality of Life,2008-09-24
08hb6508,NA,NA,New Economy and Quality of Life,2008-09-24
08hb6509,NA,NA,New Economy and Quality of Life,2008-09-24
08hb6510,NA,NA,New Economy and Quality of Life,2008-09-24
08hb6511,NA,NA,New Economy and Quality of Life,2008-09-24
08hb6512,NA,NA,Tax Policy,2008-09-24
08hb6513,NA,NA,Commerce,2008-09-24
08hb6514,NA,NA,"Intergovernmental, Urban and Regional Affairs",2008-09-24
08hb6515,NA,NA,Commerce,2008-09-24
08hb6516,NA,NA,Judiciary,2008-09-24
08hb6517,NA,NA,Judiciary,2008-09-24
08hb6518,NA,NA,Judiciary,2008-09-24
08hb6519,NA,NA,Energy and Technology,2008-09-24
08hb6520,NA,NA,Tax Policy,2008-09-24
08hb6521,NA,NA,Tax Policy,2008-09-24
08hb6522,NA,NA,Judiciary,2008-09-24
08hb6523,NA,NA,Insurance,2008-09-24
08hb6524,FINANCE,2008-12-02,Tax Policy,2008-09-24
08hb6525,NA,NA,Judiciary,2008-09-24
08hb6526,NA,NA,Judiciary,2008-09-24
08hb6527,NA,NA,Appropriations,2008-10-15
08hb6528,NA,NA,Tax Policy,2008-10-15
08hb6529,NA,NA,Health Policy,2008-10-15
08hb6530,NA,NA,Transportation,2008-10-15
08hb6531,NA,NA,Great Lakes and Environment,2008-10-15
08hb6532,NA,NA,Great Lakes and Environment,2008-10-15
08hb6533,NA,NA,Great Lakes and Environment,2008-10-15
08hb6534,NA,NA,Judiciary,2008-10-15
08hb6535,NA,NA,Judiciary,2008-10-15
08hb6536,NA,NA,"Intergovernmental, Urban and Regional Affairs",2008-10-15
08hb6537,NA,NA,"Intergovernmental, Urban and Regional Affairs",2008-10-15
08hb6538,NA,NA,"Intergovernmental, Urban and Regional Affairs",2008-10-15
08hb6539,JUDICIARY,2008-12-04,Judiciary,2008-10-15
08hb6540,JUDICIARY,2008-12-04,Judiciary,2008-10-15
08hb6541,NA,NA,Great Lakes and Environment,2008-10-15
08hb6542,TRANSPORTATION,2008-12-02,Transportation,2008-10-15
08hb6543,TRANSPORTATION,2008-12-02,Transportation,2008-10-15
08hb6544,TRANSPORTATION,2008-12-02,Transportation,2008-10-15
08hb6545,TRANSPORTATION,2008-12-02,Transportation,2008-10-15
08hb6546,TRANSPORTATION,2008-12-02,Transportation,2008-10-15
08hb6547,TRANSPORTATION,2008-12-02,Transportation,2008-10-15
08hb6548,NA,NA,"Intergovernmental, Urban and Regional Affairs",2008-10-15
08hb6549,FAMILIES AND HUMAN SERVICES,2008-12-02,Banking and Financial Services,2008-10-15
08hb6550,FAMILIES AND HUMAN SERVICES,2008-12-02,Banking and Financial Services,2008-10-15
08hb6551,NA,NA,Tax Policy,2008-10-15
08hb6552,NA,NA,Transportation,2008-10-15
08hb6553,NA,NA,Transportation,2008-10-15
08hb6554,NA,NA,Judiciary,2008-10-15
08hb6555,NA,NA,Health Policy,2008-10-15
08hb6556,NA,NA,Judiciary,2008-10-15
08hb6557,NA,NA,Judiciary,2008-10-15
08hb6558,NA,NA,Judiciary,2008-10-15
08hb6559,NA,NA,Judiciary,2008-10-15
08hb6560,NA,NA,Judiciary,2008-10-15
08hb6561,NA,NA,Judiciary,2008-10-15
08hb6562,BANKING AND FINANCIAL INSTITUTIONS,2008-12-02,Banking and Financial Services,2008-10-15
08hb6563,NA,NA,Tax Policy,2008-10-15
08hb6564,NA,NA,Government Operations,2008-10-15
08hb6565,NA,NA,Government Operations,2008-10-15
08hb6566,NA,NA,Families and Children's Services,2008-10-15
08hb6567,NA,NA,Families and Children's Services,2008-10-15
08hb6568,NA,NA,Families and Children's Services,2008-10-15
08hb6569,NA,NA,Families and Children's Services,2008-10-15
08hb6570,NA,NA,Judiciary,2008-10-15
08hb6571,NA,NA,Families and Children's Services,2008-10-15
08hb6572,NA,NA,Agriculture,2008-10-15
08hb6573,NA,NA,Agriculture,2008-10-15
08hb6574,FINANCE,2008-12-02,Tax Policy,2008-10-15
08hb6575,NA,NA,Tax Policy,2008-10-15
08hb6576,NA,NA,Tax Policy,2008-10-29
08hb6577,NA,NA,Tax Policy,2008-10-29
08hb6578,NA,NA,"Intergovernmental, Urban and Regional Affairs",2008-10-29
08hb6579,NA,NA,Government Operations,2008-10-29
08hb6580,NA,NA,Families and Children's Services,2008-10-29
08hb6581,NA,NA,"Tourism, Outdoor Recreation and Natural Resources",2008-10-29
08hb6582,NA,NA,Tax Policy,2008-10-29
08hb6583,NA,NA,Banking and Financial Services,2008-10-29
08hb6584,NA,NA,Tax Policy,2008-10-29
