Document,Type,Description
SB 0355 of 2023,Senate Bill,Retirement: military; Michigan military retirement pay; increase under certain circumstances. Amends sec. 411 of 1967 PA 150 (MCL 32.811).Last Action: REFERRED TO COMMITTEE ON APPROPRIATIONS
SB 0356 of 2023 (PA 161 of 2023),Senate Bill,Insurance: health insurers; summary of benefits and coverage provided to insureds; modify. Amends sec. 2212a of 1956 PA 218 (MCL 500.2212a).Last Action: ASSIGNED PA 0161'23
SB 0357 of 2023 (PA 162 of 2023),Senate Bill,Insurance: health insurers; prohibition on rescission of coverage; provide for. Amends sec. 2213b of 1956 PA 218 (MCL 500.2213b) & adds sec. 2213e.Last Action: ASSIGNED PA 0162'23
SB 0358 of 2023 (PA 163 of 2023),Senate Bill,Insurance: health insurers; providing coverage equivalent to a certain percentage of the full actuarial value of benefits under a health insurance policy; require. Amends 1956 PA 218 (MCL 500.100 - 500.8302) by adding sec. 3406ee.Last Action: ASSIGNED PA 0163'23
SB 0359 of 2023 (PA 112 of 2023),Senate Bill,Labor: collective bargaining; method of compensation for teachers and school administrators; modify. Amends sec. 1250 of 1976 PA 451 (MCL 380.1250).Last Action: ASSIGNED PA 0112'23 WITH IMMEDIATE EFFECT
SB 0360 of 2023,Senate Bill,"Individual income tax: credit; credit for certain physicians and physician's assistants who serve as a preceptor; provide for. Amends 1967 PA 281 (MCL 206.1 - 206.847) by adding sec. 281.Last Action: REFERRED TO COMMITTEE ON FINANCE, INSURANCE, AND CONSUMER PROTECTION"
SB 0361 of 2023,Senate Bill,"Individual income tax: credit; credit for certain advanced practice registered nurses who serve as a preceptor; provide for. Amends 1967 PA 281 (MCL 206.1 - 206.847) by adding sec. 281.Last Action: REFERRED TO COMMITTEE ON FINANCE, INSURANCE, AND CONSUMER PROTECTION"
SB 0362 of 2023,Senate Bill,"Energy: alternative sources; distributed generation program; eliminate modified net metering and cap on system capacity, increase cap on peak load, and provide for fair value tariffs and standard-offer contracts. Amends secs. 5, 7, 9, 13, 173, 175, 177 & 179 of 2008 PA 295 (MCL 460.1005 et seq.) & repeals sec. 183 of 2008 PA 295 (MCL 460.1183).Last Action: REFERRED TO COMMITTEE ON ENERGY AND ENVIRONMENT"
SB 0363 of 2023,Senate Bill,Public utilities: electric utilities; tariff for distributed generation and net metering customers; eliminate. Amends sec. 6a of 1939 PA 3 (MCL 460.6a).Last Action: REFERRED TO COMMITTEE ON ENERGY AND ENVIRONMENT
SB 0364 of 2023 (PA 152 of 2023),Senate Bill,Property tax: board of review; definition of qualified error; modify. Amends sec. 53b of 1893 PA 206 (MCL 211.53b).  TIE BAR WITH: SB 0176'23Last Action: ASSIGNED PA 0152'23 WITH IMMEDIATE EFFECT
SB 0365 of 2023,Senate Bill,"Health: occupations; examination and evaluation for purchase of contact lenses; allow to be in person or by telemedicine. Amends secs. 5553, 5555, 5557 & 5561 of 1978 PA 368 (MCL 333.5553 et seq.) & adds secs. 5560 & 5562.Last Action: REFERRED TO COMMITTEE ON HEALTH POLICY"
SB 0366 of 2023 (PA 131 of 2024),Senate Bill,Energy: natural gas; penalties for natural gas safety violations; modify. Amends sec. 11 of 1969 PA 165 (MCL 483.161).Last Action: ASSIGNED PA 0131'24 WITH IMMEDIATE EFFECT
SB 0367 of 2023 (PA 81 of 2023),Senate Bill,"Elections: voting procedures; early voting procedures; provide for, allow processing and tabulation of absent voter ballots during the early voting period, and allow an absent voter to tabulate the absent voter's ballot in person at a polling place or early voting site. Amends secs. 570, 662, 668b, 674, 736b, 736c, 736d, 736e, 764a, 764b, 764d, 765, 765a, 765b, 768, 769, 795b, 797a, 798b & 805 of 1954 PA 116 (MCL 168.570 et seq.); adds secs. 8, 523b, 720a, 720b, 720c, 720d, 720e, 720f, 720g, 720h, 720i, 720j, 765c & 768a & repeals secs. 14b, 24k & 767 of 1954 PA 116 (MCL 168.14b et seq.)  TIE BAR WITH: SB 0370'23, HB 4697'23Last Action: ASSIGNED PA 0081'23"
SB 0368 of 2023,Senate Bill,"Criminal procedure: sentencing guidelines; sentencing guidelines for certain early voting violations under the Michigan election law; provide for. Amends sec. 11d, ch. XVII of 1927 PA 175 (MCL 777.11d).   TIE BAR WITH: SB 0367'23Last Action: referred to Committee on Elections"
SB 0369 of 2023,Senate Bill,"Elections: absent voters; provisions regarding permanent mail ballot voters; implement, and modify certain election material retention periods. Amends secs. 499, 509aa & 811 of 1954 PA 116 (MCL 168.499 et seq.) & adds secs. 6, 759e, 759f & 759g.Last Action: referred to Committee on Elections"
SB 0370 of 2023 (PA 82 of 2023),Senate Bill,"Elections: absent voters; signature matching and curing for absent voter ballot applications and absent voter ballot return envelopes; provide for, and provide for modifications to the absent voter ballot application and process. Amends secs. 759, 761 & 766 of 1954 PA 116 (MCL 168.759 et seq.); adds secs. 766a & 766b & repeals sec. 759c of 1954 PA 116 (MCL 168.759c).  TIE BAR WITH: SB 0339'23Last Action: ASSIGNED PA 0082'23"
SB 0371 of 2023,Senate Bill,"Criminal procedure: sentencing guidelines; sentencing guidelines for certain Michigan election law violations; update references. Amends sec. 11d, ch. XVII of 1927 PA 175 (MCL 777.11d).  TIE BAR WITH: SB 0367'23, SB 0370'23Last Action: REASSIGNED TO COMMITTEE ON ELECTIONS AND ETHICS"
SB 0372 of 2023,Senate Bill,Elections: absent voter ballot drop boxes; requirements for absent voter ballot drop boxes; modify. Amends sec. 761d of 1954 PA 116 (MCL 168.761d).Last Action: referred to Committee on Elections
SB 0373 of 2023 (PA 87 of 2023),Senate Bill,Elections: voters; definition of identification for election purposes; expand. Amends sec. 2 of 1954 PA 116 (MCL 168.2).  TIE BAR WITH: SB 0367'23Last Action: ASSIGNED PA 0087'23
SB 0374 of 2023 (PA 267 of 2023),Senate Bill,"Elections: other; precinct size; modify, and require candidates for office to file financial disclosure report before assuming office. Amends secs. 658 & 661 of 1954 PA 116 (MCL 168.658 & 168.661) & adds sec. 847a.  TIE BAR WITH: SB 0614'23Last Action: ASSIGNED PA 0267'23"
SB 0375 of 2023,Senate Bill,"Highways: memorial; portion of M-150; designate as the ""William S. Broomfield Memorial Highway"". Amends 2001 PA 142 (MCL 250.1001 - 250.2092) by adding sec. 109.Last Action: REFERRED TO COMMITTEE ON TRANSPORTATION AND INFRASTRUCTURE"
SB 0376 of 2023,Senate Bill,Criminal procedure: sentencing; criminal justice policy commission; create. Amends 1927 PA 175 (MCL 760.1 - 777.69) by adding sec. 34a to ch. IX.  TIE BAR WITH: HB 4384'23Last Action: REFERRED TO COMMITTEE OF THE WHOLE WITH SUBSTITUTE (S-3)
SB 0377 of 2023,Senate Bill,Criminal procedure: sentencing; duties of the Michigan sentencing commission; provide for. Amends 1927 PA 175 (MCL 760.1 - 777.69) by adding sec. 34b to ch. IX.  TIE BAR WITH: HB 4173'23Last Action: LAID OVER ONE DAY UNDER THE RULES
SB 0378 of 2023,Senate Bill,Insurance: producers; continuing education credit carryover system for insurance producers who belong to a professional insurance association; provide for. Amends sec. 1204c of 1956 PA 218 (MCL 500.1204c).Last Action: placed on second reading
SB 0379 of 2023,Senate Bill,"Property tax: exemptions; exemption for disabled veterans; modify. Amends sec. 7b of 1893 PA 206 (MCL 211.7b).Last Action: REFERRED TO COMMITTEE ON FINANCE, INSURANCE, AND CONSUMER PROTECTION"
SB 0380 of 2023,Senate Bill,School aid: membership; day and hour requirements; modify. Amends sec. 101 of 1979 PA 94 (MCL 388.1701).Last Action: REFERRED TO COMMITTEE ON EDUCATION
SB 0381 of 2023,Senate Bill,Campaign finance: public disclosure; financial disclosure report; require certain state officials to file. Creates new act.Last Action: REFERRED TO COMMITTEE ON ELECTIONS AND ETHICS
SB 0382 of 2023 (PA 241 of 2023),Senate Bill,Civil rights: other; language access plan; require state agencies to create and implement for individuals with limited English proficiency. Creates new act.Last Action: ASSIGNED PA 0241'23
SB 0383 of 2023,Senate Bill,Civil rights: other; language access plan; require state agencies to create and implement for individuals with limited English proficiency. Creates new act.   TIE BAR WITH: SB 0382'23Last Action: referred to second reading
SB 0384 of 2023 (PA 192 of 2023),Senate Bill,"Insurance: insurers; denying or limiting insurance to living organ donors; prohibit. Amends 1956 PA 218 (MCL 500.100 - 500.8302) by adding secs. 3406z, 3901a & 4002.Last Action: ASSIGNED PA 0192'23 WITH IMMEDIATE EFFECT"
SB 0385 of 2023 (PA 251 of 2023),Senate Bill,Elections: election officials; electronically submitting precinct election inspector applications; allow. Amends sec. 677 of 1954 PA 116 (MCL 168.677).Last Action: ASSIGNED PA 0251'23
SB 0386 of 2023,Senate Bill,"Criminal procedure: sentencing guidelines; sentencing guidelines for certain Michigan election law violations; update references. Amends sec. 11d, ch. XVII of 1927 PA 175 (MCL 777.11d).  TIE BAR WITH: SB 0387'23Last Action: REASSIGNED TO COMMITTEE ON ELECTIONS AND ETHICS"
SB 0387 of 2023,Senate Bill,"Elections: absent voters; processing and tabulation of absent voter ballots during the early voting period; allow, and allow an absent voter to tabulate the absent voter's ballot in person at a polling place or early voting site. Amends secs. 764a, 764b, 764d, 765, 765a, 765b, 768, 769, 798b & 805 of 1954 PA 116 (MCL 168.764a et seq.); adds secs. 523b, 765c & 768a & repeals secs. 14b, 24k & 767 of 1954 PA 116 (MCL 168.14b et seq.).  TIE BAR WITH: SB 0370'23, SB 0372'23Last Action: REASSIGNED TO COMMITTEE ON ELECTIONS AND ETHICS"
SB 0388 of 2023 (PA 0100 of 2024),Senate Bill,Financial institutions: credit unions; designation of inactive account; allow under certain conditions. Amends sec. 355 of 2003 PA 215 (MCL 490.355).Last Action: ASSIGNED PA 0100'24 WITH IMMEDIATE EFFECT
SB 0389 of 2023 (PA 0101 of 2024),Senate Bill,"State management: escheats; unclaimed property of military personnel; modify dormancy periods. Amends secs. 5, 6, 7, 8, 13, 15, 17 & 18 of 1995 PA 29 (MCL 567.225 et seq.) & adds sec. 17a.Last Action: ASSIGNED PA 0101'24 WITH IMMEDIATE EFFECT"
SB 0390 of 2023,Senate Bill,"Crimes: criminal sexual conduct; provision related to seduction of an unmarried woman; repeal. Repeals sec. 532 of 1931 PA 328 (MCL 750.532).Last Action: REFERRED TO COMMITTEE ON CIVIL RIGHTS, JUDICIARY, AND PUBLIC SAFETY"
SB 0391 of 2023,Senate Bill,"Criminal procedure: sentencing guidelines; reference to crime of seduction of an unmarried woman; remove to reflect repeal. Amends sec. 16y, ch. XVII of 1927 PA 175 (MCL 777.16y).  TIE BAR WITH: SB 0390'23Last Action: REFERRED TO COMMITTEE ON CIVIL RIGHTS, JUDICIARY, AND PUBLIC SAFETY"
SB 0392 of 2023,Senate Bill,Agriculture: associations and commissions; residency requirement for certain membership on the commission of agriculture board; provide for. Amends sec. 179 of 1965 PA 380 (MCl 16.279).Last Action: REFERRED TO COMMITTEE ON NATURAL RESOURCES AND AGRICULTURE
SB 0393 of 2023,Senate Bill,Environmental protection: other; environmental science advisory board; eliminate. Repeals pt. 26 of 1994 PA 451 (MCL 324.2601 - 324.2611). Last Action: postponed temporarily
SB 0394 of 2023,Senate Bill,"Environmental protection: permits; environmental permit review commission; eliminate. Amends secs. 1301, 1307 & 1311 of 1994 PA 451 (MCL 324.1301 et seq.) & repeals secs. 1313 - 1317 of 1994 PA 451 (MCL 324.1313 - 324.1317).Last Action: placed on third reading"
SB 0395 of 2023 (PA 224 of 2023),Senate Bill,"Education: teachers and administrators; performance evaluation systems for public school teachers and school administrators; modify. Amends secs. 1249, 1249a, 1249b & 1280f of 1976 PA 451 (MCL 380.1249 et seq.) & repeals secs. 1250, 1531j & 1531k of 1976 PA 451 (MCL 380.1250 et seq.).  TIE BAR WITH: SB 0396'23Last Action: ASSIGNED PA 0224'23"
SB 0396 of 2023 (PA 225 of 2023),Senate Bill,"Education: teachers and administrators; references regarding teacher performance evaluations; modify. Amends sec. 4, art. I, secs. 2a & 3b, art. II & sec. 3, art. III of 1937 (Ex Sess) PA 4 (MCL 38.74 et seq.).  TIE BAR WITH: SB 0395'23Last Action: ASSIGNED PA 0225'23"
SB 0397 of 2023 (PA 169 of 2023),Senate Bill,Housing: housing development authority; principal amount for outstanding bonds and notes; increase. Amends sec. 32 of 1966 PA 346 (MCL 125.1432).Last Action: ASSIGNED PA 0169'23 WITH IMMEDIATE EFFECT
SB 0398 of 2023 (PA 0102 of 2024),Senate Bill,Natural resources: inland lakes; structure or fill on inland lake or stream bottomlands; authorize DEGLE to issue emergency order concerning. Amends 1994 PA 451 (MCL 324.101 - 324.90106) by adding sec. 30111d.Last Action: ASSIGNED PA 0102'24
SB 0399 of 2023,Senate Bill,Mental health: other; competitive grant program; modify. Amends sec. 273b of 1974 PA 258 (MCL 330.1273b).Last Action: REFERRED TO COMMITTEE ON APPROPRIATIONS
SB 0400 of 2023,Senate Bill,Health: other; department authority to limit patient visitation in qualified health care facilities; restrict. Amends secs. 2253 & 5145 of 1978 PA 368 (MCL 333.2253 & 333.5145).Last Action: REFERRED TO COMMITTEE ON OVERSIGHT
SB 0401 of 2023,Senate Bill,"Elections: voters; state voting rights act; create. Creates new act.  TIE BAR WITH: SB 0402'23, SB 0403'23, SB 0404'23Last Action: referred to second reading"
SB 0402 of 2023,Senate Bill,"Elections: other; voting and elections database and institute act; create. Creates new act.  TIE BAR WITH: SB 0401'23, SB 0403'23Last Action: referred to second reading"
SB 0403 of 2023,Senate Bill,Elections: voters; language assistance for elections act; create. Creates new act.Last Action: referred to second reading
SB 0404 of 2023,Senate Bill,"Elections: voting procedures; voter access and assistance provisions; provide for. Amends secs. 726, 736, 751 & 931 of 1954 PA 116 (MCL 168.726 et seq.); adds secs. 726a, 753 & 753a & repeals sec. 579 of 1954 PA 116 (MCL 168.579).Last Action: referred to second reading"
SB 0405 of 2023,Senate Bill,Transportation: funds; maintenance of nonmotorized transportation infrastructure; provide for. Amends sec. 10k of 1951 PA 51 (MCL 247.660k).Last Action: REFERRED TO COMMITTEE ON TRANSPORTATION AND INFRASTRUCTURE
SB 0406 of 2023,Senate Bill,"Higher education: financial aid; Michigan reconnect grant recipient act; modify. Amends secs. 11, 15 & 21 of 2020 PA 68 (MCL 390.1711 et seq.).  TIE BAR WITH: SB 0407'23Last Action: placed on second reading"
SB 0407 of 2023,Senate Bill,Higher education: financial aid; eligibility for Michigan reconnect program; modify. Amends secs. 1 & 5 of 2020 PA 84 (MCL 390.1701 & 390.1705).  TIE BAR WITH: SB 0406'23Last Action: placed on second reading
SB 0408 of 2023,Senate Bill,"Civil procedure: execution; procedures for collection of judgments; revise. Amends secs. 2807, 4011, 4015, 4031, 4061a, 6023, 6027, 6059 & 6104 of 1961 PA 236 (MCL 600.2807 et seq.) & adds secs. 4001a, 4032, 4033, 6001a, 6023b, 6023c, 6023d, 6023e, 6023f, 6023g & 6023h.Last Action: placed on second reading"
SB 0409 of 2023,Senate Bill,Civil procedure: bankruptcy; bankruptcy exemptions; modify. Amends sec. 5451 of 1961 PA 236 (MCL 600.5451).Last Action: placed on second reading
SB 0410 of 2023 (PA 285 of 2023),Senate Bill,Torts: product liability; limitation on liability for drugs that have been approved by federal Food and Drug Administration; rescind. Amends sec. 2946 of 1961 PA 236 (MCL 600.2946).Last Action: ASSIGNED PA 0285'23
SB 0411 of 2023,Senate Bill,"Gaming: horse racing; breeders' awards, purses, and grants from the agriculture equine development fund; modify. Amends secs. 2, 8, 9, 10, 12, 14, 17, 18, 19, 20, 20a & 22 of 1995 PA 279 (MCL 431.302 et seq.) & repeals sec. 19b of 1995 PA 279 (MCL 431.319b).  TIE BAR WITH: SB 0413'23, SB 0412'23, SB 0414'23Last Action: REFERRED TO COMMITTEE ON NATURAL RESOURCES AND AGRICULTURE"
SB 0412 of 2023,Senate Bill,Gaming: other; allocation of revenue under the lawful internet gaming act to the Michigan agriculture equine industry development fund; remove cap. Amends sec. 15 of 2019 PA 152 (MCL 432.315).Last Action: REFERRED TO COMMITTEE ON NATURAL RESOURCES AND AGRICULTURE
SB 0413 of 2023,Senate Bill,Gaming: other; allocation of revenue under the lawful sports betting act to the Michigan agriculture equine industry development fund; remove cap. Amends sec. 15 of 2019 PA 149 (MCL 432.415).Last Action: REFERRED TO COMMITTEE ON NATURAL RESOURCES AND AGRICULTURE
SB 0414 of 2023,Senate Bill,Gaming: horse racing; references to horse racing law of 1995 in 1951 PA 90; update. Amends sec. 2 of 1951 PA 90 (MCL 431.252).  TIE BAR WITH: SB 0411'23Last Action: REFERRED TO COMMITTEE ON NATURAL RESOURCES AND AGRICULTURE
SB 0415 of 2023 (PA 63 of 2024),Senate Bill,"Sales tax: exemptions; identifying information required for claiming exemption; include purchaser's license number issued by the Michigan liquor control commission to satisfy the requirements, and add exemption for micro brewers. Amends secs. 12 & 18 of 1933 PA 167 (MCL 205.62 & 205.68).  TIE BAR WITH: SB 0416'23Last Action: ASSIGNED PA 0063'24"
SB 0416 of 2023 (PA 61 of 2024),Senate Bill,Use tax: exemptions; identifying information required for claiming exemption; include purchaser's license number issued by the Michigan liquor control commission to satisfy the requirements and add exemption for micro brewers. Amends secs. 14a & 14b of 1937 PA 94 (MCL 205.104a & 205.104b).  TIE BAR WITH: SB 0415'23Last Action: ASSIGNED PA 0061'24
