Document,Type,Description
SB 0380 of 2021,Senate Bill,Education: other; prescreening for dyslexia in public schools; provide for. Amends 1976 PA 451 (MCL 380.1 - 380.1852) by adding sec. 1280i.Last Action: referred to Committee on Education
SB 0381 of 2021,Senate Bill,Education: other; certain requirements for the approval of teacher preparation institutions; create. Amends 1976 PA 451 (MCL 380.1 - 380.1852) by adding sec. 1531e.Last Action: referred to Committee on Education
SB 0382 of 2021,Senate Bill,Education: other; certain teacher certification requirements; modify. Amends sec. 1531 of 1976 PA 451 (MCL 380.1531).Last Action: referred to Committee on Education
SB 0383 of 2021,Senate Bill,Education: other; dyslexia resource guide advisory committee within the department of education; create. Amends 1976 PA 451 (MCL 380.1 - 380.1852) by adding sec. 1280h.Last Action: referred to Committee on Education
SB 0384 of 2021,Senate Bill,"Children: adoption; objection to participation in placements and adoptions by a child placing agency based on religious or moral convictions; prohibit. Repeals secs. 14e & 14f of 1973 PA 116 (MCL 722.124e & 722.124f).  TIE BAR WITH: SB 0386'21, SB 0385'21Last Action: REFERRED TO COMMITTEE ON FAMILIES, SENIORS, AND VETERANS"
SB 0385 of 2021,Senate Bill,"Children: adoption; objection to placements by child placing agency based on religious or moral convictions; prohibit. Repeals sec. 23g, ch. x of 1939 PA 288 (MCL 710.23g).  TIE BAR WITH: SB 0386'21, SB 0384'21Last Action: REFERRED TO COMMITTEE ON FAMILIES, SENIORS, AND VETERANS"
SB 0386 of 2021,Senate Bill,"Children: adoption; actions against child placing agencies for refusal to participate based on religious or moral convictions; allow for. Repeals sec. 5a of 1939 PA 280 (MCL 400.5a).  TIE BAR WITH: SB 0384'21, SB 0385'21Last Action: REFERRED TO COMMITTEE ON FAMILIES, SENIORS, AND VETERANS"
SB 0387 of 2021,Senate Bill,"Children: adoption; second parent adoption; provide for. Amends secs. 24, 41 & 51, ch. x of 1939 PA 288 (MCL 710.24 et seq.)Last Action: REFERRED TO COMMITTEE ON FAMILIES, SENIORS, AND VETERANS"
SB 0388 of 2021,Senate Bill,Individual income tax: rate; rollback to 4.0%; provide for. Amends sec. 51 of 1967 PA 281 (MCL 206.51).Last Action: REFERRED TO COMMITTEE ON FINANCE
SB 0389 of 2021,Senate Bill,Individual income tax: exemptions; personal exemption amount for 2020 and 2021; increase. Amends secs. 30 & 30a of 1967 PA 281 (MCL 206.30 & 206.30a).Last Action: REFERRED TO COMMITTEE ON FINANCE
SB 0390 of 2021,Senate Bill,Education: school districts; funding for and use of Michigan Education Corps; allow under certain circumstances. Amends 1976 PA 451 (MCL 380.1 - 380.1852) by adding sec. 1280h.Last Action: REFERRED TO COMMITTEE ON EDUCATION AND CAREER READINESS
SB 0391 of 2021,Senate Bill,Taxation: tobacco; sunset on cap for taxes on cigars; remove. Amends sec. 7 of 1993 PA 327 (MCL 205.427).Last Action: REFERRED TO COMMITTEE ON FINANCE
SB 0392 of 2021,Senate Bill,Corporate income tax: rate; rollback of rate to 4.9%; provide for. Amends sec. 623 of 1967 PA 281 (MCL 206.623).Last Action: referred to Committee on Tax Policy
SB 0393 of 2021,Senate Bill,Corporate income tax: credits; credit for property taxes paid for certain businesses affected by pandemic; provide for. Amends 1967 PA 281 (MCL 206.1 - 206.713) by adding secs. 279 & 679.Last Action: referred to second reading
SB 0394 of 2021,Senate Bill,"Transportation: funds; allocation of certain federal funds to department of transportation; provide for, and direct into state restricted funds to counties, cities and villages. Amends secs. 10 & 10o of 1951 PA 51 (MCL 247.660 & 247.660o).Last Action: REFERRED TO COMMITTEE OF THE WHOLE"
SB 0395 of 2021,Senate Bill,Animals: care and treatment; requirement to shelter dogs inside under certain inclement conditions; provide for. Amends sec. 50 of 1931 PA 328 (MCL 750.50).Last Action: REFERRED TO COMMITTEE ON AGRICULTURE
SB 0396 of 2021,Senate Bill,"Gaming: horse racing; pari-mutuel wagering on horse races run in the past; allow, and modify certain licensing procedures. Amends secs. 2, 12, 14, 17, 19, 20, 20a & 22 of 1995 PA 279 (MCL 431.302 et seq.) & repeals seq. 19b of 1995 PA 279 (MCL 431.319b).Last Action: referred to Committee on Regulatory Reform"
SB 0397 of 2021,Senate Bill,"Gaming: lottery; video lottery terminals; allow at horse tracks. Amends title & secs. 3, 11, 23, 32 & 41 of 1972 PA 239 (MCL 432.3 et seq.); adds heading for art. 1 & adds sec. 2 & art. 2.Last Action: referred to Committee on Regulatory Reform"
SB 0398 of 2021,Senate Bill,Gaming: casinos; casinos; allow as third party facilitators and accept wagers. Amends secs. 9b & 12 of 1996 IL 1 (MCL 432.209b & 432.212).Last Action: referred to Committee on Regulatory Reform
SB 0399 of 2021,Senate Bill,Criminal procedure: sentencing guidelines; sentencing guidelines for manipulating outcome of video lottery; enact. Amends sec. 14d of 1927 PA 175 (MCL 777.14d).Last Action: referred to Committee on Regulatory Reform
SB 0400 of 2021 (PA 82 of 2021),Senate Bill,"Criminal procedure: expunction; time period required to elapse before applying to expunge operating while intoxicated conviction; provide for. Amends sec. 1d of 1965 PA 213 (MCL 780.621d).  TIE BAR WITH: HB 4219'21, HB 4220'21Last Action: ASSIGNED PA 0082'21 WITH IMMEDIATE EFFECT"
SB 0401 of 2021,Senate Bill,Health: pharmaceuticals; allowable grams of ephedrine or pseudoephedrine for purchase; modify. Amends sec. 17766c of 1978 PA 368 (MCL 333.17766c).  TIE BAR WITH: SB 0402'21Last Action: REFERRED TO COMMITTEE OF THE WHOLE
SB 0402 of 2021,Senate Bill,Health: pharmaceuticals; allowable amount of ephedrine and pseudoephedrine that may be sold at retail to an individual in a 30-day period; modify. Amends sec. 17766f of 1978 PA 368 (MCL 333.17766f).  TIE BAR WITH: SB 0401'21Last Action: REFERRED TO COMMITTEE OF THE WHOLE
SB 0403 of 2021,Senate Bill,Property tax: principal residence exemption; principal residence exemption for individual residing in nursing home or assisted living facility; modify. Amends sec. 7cc of 1893 PA 206 (MCL 211.7cc).Last Action: REFERRED TO COMMITTEE ON FINANCE
SB 0404 of 2021,Senate Bill,Health: other; medical providers implementing policies that prohibit certain persons from being present with minors or developmentally disabled individuals during medical procedures; prohibit except under certain circumstances. Creates new act.Last Action: REFERRED TO COMMITTEE ON HEALTH POLICY AND HUMAN SERVICES
SB 0405 of 2021,Senate Bill,"Occupations: pawnbrokers; allowable rate of interest charged by pawnbrokers; increase, and provide civil fines. Amends title & secs. 8, 9 & 18 of 1917 PA 273 (MCL 446.208 et seq.).Last Action: referred to second reading"
SB 0406 of 2021 (PA 149 of 2022),Senate Bill,Corrections: state facilities; certain individuals to immediately be housed in department of corrections; require. Amends sec. 316 of 1931 PA 328 (MCL 750.316).Last Action: ASSIGNED PA 0149'22 WITH IMMEDIATE EFFECT
SB 0407 of 2021,Senate Bill,Businesses: associations; summer resort and park associations; modify powers for board of directors. Amends title & sec. 10 of 1897 PA 230 (MCL 455.10).Last Action: REFERRED TO COMMITTEE ON ECONOMIC AND SMALL BUSINESS DEVELOPMENT
SB 0408 of 2021 (PA 83 of 2021),Senate Bill,Civil procedure: other; order granting new trial; provide for immediate appeal. Amends 1961 PA 236 (MCL 600.101 - 600.9947) by adding sec. 309a.Last Action: ASSIGNED PA 0083'21 WITH IMMEDIATE EFFECT
SB 0409 of 2021,Senate Bill,"Traffic control: violations; penalties for operating a vehicle while sending or receiving a message on an electronic wireless device; enhance. Amends secs. 320a, 602b, 602c & 732 of 1949 PA 300 (MCL 257.320a et seq.).Last Action: REFERRED TO COMMITTEE ON JUDICIARY AND PUBLIC SAFETY"
SB 0410 of 2021,Senate Bill,Education: special; counting of special education pupils in membership by certain nonresident districts or intermediate districts if certain criteria are met; provide for. Amends sec. 105c of 1979 PA 94 (MCL 388.1705c).  TIE BAR WITH: SB 0411'21Last Action: REFERRED TO COMMITTEE ON EDUCATION AND CAREER READINESS
SB 0411 of 2021,Senate Bill,Education: special; allowable uses of proceeds from special education millages levied by intermediate school districts; modify. Amends sec. 1724a of 1976 PA 451 (MCL 380.1724a).  TIE BAR WITH: SB 0410'21Last Action: REFERRED TO COMMITTEE ON EDUCATION AND CAREER READINESS
SB 0412 of 2021 (PA 19 of 2022),Senate Bill,Human services: medical services; exemption of certain prescription drugs from the department of health and human services Medicaid prior authorization process; provide for. Amends sec. 109h of 1939 PA 280 (MCL 400.109h).Last Action: ASSIGNED PA 0019'22 WITH IMMEDIATE EFFECT
SB 0413 of 2021,Senate Bill,Housing: landlord and tenants; tenant notice of property tax delinquency or commencement of foreclosure proceedings; require owner to provide. Amends 1972 PA 348 (MCL 554.601 - 554.616) by adding sec. 1c.Last Action: REFERRED TO COMMITTEE ON LOCAL GOVERNMENT
SB 0414 of 2021,Senate Bill,Education: curriculum; requirement for schools to provide instruction on African-American history; provide for. Amends 1976 PA 451 (MCL 380.1 - 380.1852) by adding sec. 1164.Last Action: REFERRED TO COMMITTEE ON EDUCATION AND CAREER READINESS
SB 0415 of 2021,Senate Bill,"Children: protection; mandatory reporting requirements for child abuse or child neglect; expand. Amends sec. 3 of 1975 PA 238 (MCL 722.623).Last Action: REFERRED TO COMMITTEE ON FAMILIES, SENIORS, AND VETERANS"
SB 0416 of 2021,Senate Bill,Health occupations: health professionals; reciprocity requirements for an individual licensed in Canada; modify. Amends sec. 16186 of 1978 PA 368 (MCL 333.16186).Last Action: re-referred to Committee on Health Policy
SB 0417 of 2021,Senate Bill,Individual income tax: credit; earned income tax credit; increase. Amends sec. 272 of 1967 PA 281 (MCL 206.272).Last Action: REFERRED TO COMMITTEE ON FINANCE
SB 0418 of 2021,Senate Bill,Retirement: public school employees; accrual of 2 years of service credit for each year an employee works during the COVID-19 epidemic; provide for. Amends sec. 68 of 1980 PA 300 (MCL 38.1368).Last Action: REFERRED TO COMMITTEE ON APPROPRIATIONS
SB 0419 of 2021,Senate Bill,"Health occupations: health professionals; regulation and licensure of certified anesthesiologist assistants; provide for, and modify requirements for supervision of nurse anesthetists in certain circumstances. Amends secs. 7303a, 16327, 17001, 17011, 17501 & 17511 of 1978 PA 368 (MCL 333.7303a et seq.) & adds secs. 16325a, 17034, 17035, 17036, 17215, 17534, 17535, 17536 & 21525.Last Action: REFERRED TO COMMITTEE ON HEALTH POLICY AND HUMAN SERVICES"
SB 0420 of 2021,Senate Bill,Property tax: exemptions; certain community land trusts; exempt. Amends 1893 PA 206 (MCL 211.1 - 211.155) by adding sec. 7rr.  TIE BAR WITH: SB 0421'21Last Action: REFERRED TO COMMITTEE ON FINANCE
SB 0421 of 2021,Senate Bill,Education: other; certain community land trust property; exempt from school operating mills. Amends sec. 1211 of 1976 PA 451 (MCL 380.1211).  TIE BAR WITH: SB 0420'21Last Action: REFERRED TO COMMITTEE ON FINANCE
SB 0422 of 2021 (PA 0237 of 2022),Senate Bill,Taxation: specific tax; residential housing facilities act; create. Creates new act.Last Action: ASSIGNED PA 0237'22 WITH IMMEDIATE EFFECT
SB 0423 of 2021,Senate Bill,"Criminal procedure: probation; reduction in term of probation for participation in certain program; provide for in certain circumstances. Amends sec. 2, ch. XI of 1927 PA 175 (MCL 771.2).Last Action: REFERRED TO COMMITTEE OF THE WHOLE WITH SUBSTITUTE (S-1)"
SB 0424 of 2021,Senate Bill,Corrections: parole; reduction in term of parole for participation in certain program; provide for in certain circumstances. Amends secs. 38 & 42 of 1953 PA 232 (MCL 791.238 & 791.242) & adds sec. 42a.Last Action: REFERRED TO COMMITTEE OF THE WHOLE WITH SUBSTITUTE (S-1)
SB 0425 of 2021,Senate Bill,Transportation: railroads; local grade separation grant program; create. Amends 1951 PA 51 (MCL 247.651 - 247.675) by adding sec. 11i.Last Action: referred to Committee on Transportation
SB 0426 of 2021,Senate Bill,"Transportation: railroads; scoring system for local grade separation fund applications; create. Amends 1951 PA 51 (MCL 247.651 - 247.675) by adding sec. 11j.  TIE BAR WITH: SB 0425'21, SB 0427'21Last Action: REFERRED TO COMMITTEE ON TRANSPORTATION AND INFRASTRUCTURE"
SB 0427 of 2021,Senate Bill,Transportation: railroads; allocation of local grade separation fund; provide for. Amends 1951 PA 51 (MCL 247.651 - 247.675) by adding sec. 11k.Last Action: referred to Committee on Transportation
SB 0428 of 2021,Senate Bill,Health: diseases; limitations on face masks for certain individuals in emergency orders issued in response to an epidemic; provide for. Amends secs. 2253 & 2453 of 1978 PA 368 (MCL 333.2253 & 333.2453). Last Action: placed on second reading
SB 0429 of 2021,Senate Bill,Natural resources: mining; regulations for mining of sand and gravel operations; modify. Amends sec. 9115 of 1994 PA 451 (MCL 324.9115) & adds pt. 639.Last Action: referred to Committee on Local Government and Municipal Finance
SB 0430 of 2021,Senate Bill,Criminal procedure: sentencing guidelines; sentencing guidelines for violation of intentional false statement in a mining permit application or report; provide for. Amends sec. 13f of 1927 PA 175 (MCL 777.13f).   TIE BAR WITH: SB 0429'21Last Action: referred to Committee on Local Government and Municipal Finance
SB 0431 of 2021,Senate Bill,Land use: zoning and growth management; mining; modify conditions under which zoning ordinance may prohibit. Amends sec. 205 of 2006 PA 110 (MCL 125.3205). Last Action: referred to Committee on Local Government and Municipal Finance
SB 0432 of 2021 (PA 0239 of 2022),Senate Bill,Housing: other; payment in lieu of taxes for rural workforce housing projects; provide for. Amends sec. 15a of 1966 PA 346 (MCL 125.1415a).Last Action: ASSIGNED PA 0239'22 WITH IMMEDIATE EFFECT
SB 0433 of 2021,Senate Bill,"Traffic control: driver license; issuance of driver license to undocumented persons; allow under certain circumstances. Amends secs. 51a, 307 & 314 of 1949 PA 300 (MCL 257.51a et seq.) & adds sec. 307c.Last Action: REFERRED TO COMMITTEE ON TRANSPORTATION AND INFRASTRUCTURE"
SB 0434 of 2021,Senate Bill,State: identification cards; issuance of state identification card to undocumented persons; allow under certain circumstances. Amends secs. 1 & 2 of 1972 PA 222 (MCL 28.291 & 28.292) & adds sec. 1b.Last Action: REFERRED TO COMMITTEE ON TRANSPORTATION AND INFRASTRUCTURE
SB 0435 of 2021 (PA 38 of 2022),Senate Bill,"Health: occupations; definition of designated professional for the Michigan essential health provider recruitment strategy act; expand to include mental health professionals and modify effective date of the repeal of the interstate medical licensure compact. Amends secs. 2701, 2711, 2717 & 16189 of 1978 PA 368 (MCL 333.2701 et seq.) & repeals sec. 16189 of 1978 PA 368 (MCL 333.16189).Last Action: ASSIGNED PA 0038'22 WITH IMMEDIATE EFFECT"
