Document,Type,Description
SB 0540 of 2013 (PA 0174 of 2013),Senate Bill,Public utilities; consumer services; MISS DIG underground facility damage prevention and safety act; create. Creates new act & repeals 1974 PA 53 (MCL 460.701 - 460.718).  TIE BAR WITH: SB 0539'13Last Action: ASSIGNED PA 0174'13 WITH IMMEDIATE EFFECT
SB 0541 of 2013 (PA 0269 of 2013),Senate Bill,Public employees and officers; compensation and benefits; definition of medical benefit plan; clarify exclusion of employer funding for retirement health care benefits and include certain expenses from medical benefit plan costs. Amends sec. 2 of 2011 PA 152 (MCL 15.562).Last Action: ASSIGNED PA 0269'13 WITH IMMEDIATE EFFECT
SB 0542 of 2013 (PA 0270 of 2013),Senate Bill,"Public employees and officers; compensation and benefits; maximum public employer contribution limit; clarify, and provide for adjustment. Amends sec. 3 of 2011 PA 152 (MCL 15.563).Last Action: ASSIGNED PA 0270'13 WITH IMMEDIATE EFFECT"
SB 0543 of 2013 (PA 0271 of 2013),Senate Bill,Public employees and officers; compensation and benefits; election of 80% limitation on health care expenditures; clarify when vote must occur. Amends sec. 4 of 2011 PA 152 (MCL 15.564).Last Action: ASSIGNED PA 0271'13 WITH IMMEDIATE EFFECT
SB 0544 of 2013 (PA 0272 of 2013),Senate Bill,Public employees and officers; compensation and benefits; exclusion of existing contracts; clarify date after which the expenditure limits apply. Amends sec. 5 of 2011 PA 152 (MCL 15.565).Last Action: ASSIGNED PA 0272'13 WITH IMMEDIATE EFFECT
SB 0545 of 2013 (PA 0273 of 2013),Senate Bill,Public employees and officers; compensation and benefits; local governing body exemption from expenditure limits; require vote before the beginning of the medical benefit plan coverage year. Amends sec. 8 of 2011 PA 152 (MCL 15.568).Last Action: ASSIGNED PA 0273'13 WITH IMMEDIATE EFFECT
SB 0546 of 2013 (PA 0131 of 2014),Senate Bill,"Libraries; other; election of library boards; modify, and make other general revisions. Amends secs. 2, 3, 4, 5, 7, 9, 10, 10a, 10c, 11, 14, 15 & 16 of 1877 PA 164 (MCL 397.202 et seq.).Last Action: ASSIGNED PA 0131'14 WITH IMMEDIATE EFFECT"
SB 0547 of 2013 (PA 0101 of 2014),Senate Bill,"Commercial code; commercial paper; general revisions to article 3 of the uniform commercial code; provide for. Amends secs. 3103, 3106, 3116, 3119, 3305, 3309, 3312, 3416, 3417, 3419, 3602, 3604 & 3605 of 1962 PA 174 (MCL 440.3103 et seq.).Last Action: ASSIGNED PA 0101'14 WITH IMMEDIATE EFFECT"
SB 0548 of 2013 (PA 0102 of 2014),Senate Bill,Commercial code; commercial paper; references to uniform commercial code in uniform electronic transactions act; update. Amends sec. 16 of 2000 PA 305 (MCL 450.846).  TIE BAR WITH: SB 0547'13Last Action: ASSIGNED PA 0102'14 WITH IMMEDIATE EFFECT
SB 0549 of 2013 (PA 0103 of 2014),Senate Bill,"Commercial code; bank deposits and collections; general revisions to article 4 of the uniform commercial code; provide for. Amends secs. 4104, 4207, 4208, 4212, 4301 & 4403 of 1962 PA 174 (MCL 440.4104 et seq.).Last Action: ASSIGNED PA 0103'14 WITH IMMEDIATE EFFECT"
SB 0550 of 2013,Senate Bill,Commercial code; bank deposits and collections; application of article 4a of the uniform commercial code; revise. Amends sec. 4A108 of 1962 PA 174 (MCL 440.4608).Last Action: referred to Committee on Financial Services
SB 0551 of 2013 (PA 0104 of 2014),Senate Bill,"Commercial code; secured transactions; calculation of damages for violation of article 9 by secured party; revise, and extend rules in deficiency actions to consumer transactions. Amends secs. 9625 & 9626 of 1962 PA 174 (MCL 440.9625 & 440.9626).Last Action: ASSIGNED PA 0104'14 WITH IMMEDIATE EFFECT"
SB 0552 of 2013,Senate Bill,Property tax; personal property; definition of personal property for purpose of taxation; modify. Amends sec. 8 of 1893 PA 206 (MCL 211.8).Last Action: REFERRED TO COMMITTEE OF THE WHOLE WITH SUBSTITUTE S-1
SB 0553 of 2013 (PA 0027 of 2014),Senate Bill,Economic development; renaissance zones; extension of certain existing renaissance zones; provide for. Amends sec. 4 of 1996 PA 376 (MCL 125.2684).Last Action: ASSIGNED PA 0027'14 WITH IMMEDIATE EFFECT
SB 0554 of 2013,Senate Bill,"Gaming; horse racing; access to family independence program assistance from certain automatic teller machines (ATMs) with bridge card; prohibit. Amends 1995 PA 279 (MCL 431.301 - 431.336) by adding sec. 9b.Last Action: referred to Committee on Families, Children, and Seniors"
SB 0555 of 2013,Senate Bill,"Liquor; retail sales; access to family independence program assistance from certain automatic teller machines (ATMs); prohibit. Amends 1998 PA 58 (MCL 436.1101 - 436.2303) by adding sec. 1024.Last Action: referred to Committee on Families, Children, and Seniors"
SB 0556 of 2013 (PA 0194 of 2013),Senate Bill,Human services; services or financial assistance; access to family independence program assistance from certain automated teller machines (ATMs); prohibit. Amends sec. 57v of 1939 PA 280 (MCL 400.57v).Last Action: ASSIGNED PA 0194'13 WITH IMMEDIATE EFFECT
SB 0557 of 2013 (PA 0029 of 2014),Senate Bill,Mental health; other; certain state funds to be used to provide mental health services; allow. Amends 1974 PA 258 (MCL 330.1001 - 330.2106) by adding sec. 207b.Last Action: ASSIGNED PA 0029'14 WITH IMMEDIATE EFFECT
SB 0558 of 2013 (PA 0028 of 2014),Senate Bill,Mental health; other; program to divert persons with serious mental illness from justice system to treatment; establish. Amends 1974 PA 258 (MCL 330.1001 - 330.2106) by adding sec. 207a.Last Action: ASSIGNED PA 0028'14 WITH IMMEDIATE EFFECT
SB 0559 of 2013,Senate Bill,Higher education; tuition; use of tuition for financial assistance for other students; require reporting. Amends secs. 209 & 245 of 1979 PA 94 (MCL 388.1809 & 388.1845).Last Action: REFERRED TO COMMITTEE ON APPROPRIATIONS
SB 0560 of 2013,Senate Bill,"Animals; animal shelters; pet shop, dog pound, and animal shelters act; modify to include large-scale commercial dog breeders and to make other general revisions. Amends title & secs. 1, 5a, 6, 7 & 9a of 1969 PA 287 (MCL 287.331 et seq.); adds secs. 8b & 8c & repeals secs. 8a & 9 of 1969 PA 287 (MCL 287.338a & 287.339).  TIE BAR WITH: HB 5095'13Last Action: REFERRED TO COMMITTEE ON AGRICULTURE"
SB 0561 of 2013,Senate Bill,"Counties; employees and officers; powers and duties of county treasurers; retain if an emergency manager is appointed for the county. Amends secs. 10, 12 & 27 of 2012 PA 436 (MCL 141.1550 et seq.) & adds sec. 10a.Last Action: REFERRED TO COMMITTEE ON LOCAL GOVERNMENT AND ELECTIONS"
SB 0562 of 2013 (PA 0126 of 2014),Senate Bill,Property tax; delinquent taxes; delinquent tax revolving fund; revise. Amends sec. 87b of 1893 PA 206 (MCL 211.87b).Last Action: ASSIGNED PA 0126'14 WITH IMMEDIATE EFFECT
SB 0563 of 2013,Senate Bill,"Criminal procedure; sentencing guidelines; sentencing guidelines for crime of purchasing or possessing ephedrine or pseudoephedrine knowing that it will be combined with any other quantity of ephedrine or pseudoephedrine for the purpose of manufacturing or attempting to manufacture methamphetamine; enact. Amends sec. 13n, ch. XVII of 1927 PA 175 (MCL 777.13n).  TIE BAR WITH: SB 0564'13Last Action: re-referred to Committee on Criminal Justice"
SB 0564 of 2013,Senate Bill,Crimes; controlled substances; purchase of pseudoephedrine or ephedrine for another individual who intends to manufacture methamphetamines; establish as a crime. Amends sec. 17766c of 1978 PA 368 (MCL 333.17766c).Last Action: referred to Committee on Criminal Justice
SB 0565 of 2013,Senate Bill,Financial institutions; credit unions; written disclosure of rights of account holders; require for joint accounts. Amends 1968 PA 41 (MCL 490.51 - 490.65) by adding sec. 14b.Last Action: REFERRED TO COMMITTEE ON BANKING AND FINANCIAL INSTITUTIONS
SB 0566 of 2013,Senate Bill,Financial institutions; savings banks; written disclosure of rights of account holders; require for joint accounts. Amends 1996 PA 354 (MCL 487.3101 - 487.3804) by adding sec. 435.Last Action: REFERRED TO COMMITTEE ON BANKING AND FINANCIAL INSTITUTIONS
SB 0567 of 2013,Senate Bill,Financial institutions; banks; written disclosure of rights of account holders; require for joint accounts. Amends 1999 PA 276 (MCL 487.11101 - 487.15105) by adding sec. 4103a.Last Action: REFERRED TO COMMITTEE ON BANKING AND FINANCIAL INSTITUTIONS
SB 0568 of 2013,Senate Bill,"Health; occupations; regulation and oversight of physicians of medicine, physicians of osteopathic medicine, physician assistants, and advanced practice registered nurses; provide for and consolidate, and provide other general amendments. Amends secs. 2701, 2705, 2707, 2803, 2822, 5101, 5119, 5133, 5139, 5431, 5653, 5654, 5655, 5656, 5657, 5658, 7111, 7214, 7303a, 7333a, 9161, 9701, 10102, 10204, 10205, 10301, 16103, 16104, 16105, 16105a, 16106, 16107, 16109, 16125, 16148, 16165, 16166, 16167, 16174, 16182, 16184, 16185, 16204a, 16215, 16216, 16221, 16228, 16276, 16299, 16325, 16337, 16411, 16511, 16521, 16905, 16909, 17210, 17211, 17221, 17401, 17607, 17708, 17745,
17745a, 17745b, 17766d, 17775, 17820, 17901, 17903, 18001, 18008, 18011, 18021, 18049, 18050, 18058, 18301, 18305, 18501, 18506a, 18518, 18701, 20115, 20201, 22211 & 22224 of 1978 PA 368 (MCL 333.2701 et seq.); adds secs. 16102, 16214 & 16338 & pt. 171 & repeals secs. 7335, 7336, 16106a, 16109a, 16331, 18048, 18054 & 18056, pt. 170 & pt. 175 of 1978 PA 368 (MCL 333.7335 et seq.).Last Action: REFERRED TO COMMITTEE ON HEALTH POLICY"
SB 0569 of 2013,Senate Bill,"Businesses; professional corporations; physicians, advanced practice nurses, and physician's assistants to organize a professional corporation; allow. Amends secs. 282 & 284 of 1972 PA 284 (MCL 450.1282 & 450.1284).  TIE BAR WITH: SB 0568'13Last Action: REFERRED TO COMMITTEE ON HEALTH POLICY"
SB 0570 of 2013,Senate Bill,"Businesses; limited liability companies; physicians, advanced practice nurses, and physician's assistants to organize a limited liability company; allow. Amends secs. 902 & 904 of 1993 PA 23 (MCL 450.4902 & 450.4904).  TIE BAR WITH: SB 0568'13Last Action: REFERRED TO COMMITTEE ON HEALTH POLICY"
SB 0571 of 2013,Senate Bill,State; symbol; Mackinac Island fudge; designate as the official state sweet. Creates new act.Last Action: REFERRED TO COMMITTEE ON GOVERNMENT OPERATIONS
SB 0572 of 2013,Senate Bill,Weapons; other; carrying of electromuscular disruption devices by certain individuals in weapon-free zones; provide for. Amends sec. 5o of 1927 PA 372 (MCL 28.425o).Last Action: REFERRED TO COMMITTEE OF THE WHOLE WITH SUBSTITUTE S-1
SB 0573 of 2013,Senate Bill,"Weapons; other; sentencing guidelines; update certain references. Amends sec. 11b, ch. XVII of 1927 PA 175 (MCL 777.11b).Last Action: REFERRED TO COMMITTEE OF THE WHOLE WITH SUBSTITUTE S-1"
SB 0574 of 2013 (PA 0132 of 2014),Senate Bill,Local government; other; opt-in provision for eligibility as a foreclosing governmental unit; allow. Amends sec. 78 of 1893 PA 206 (MCL 211.78).Last Action: ASSIGNED PA 0132'14 WITH IMMEDIATE EFFECT
SB 0575 of 2013 (PA 0095 of 2014),Senate Bill,Health; occupations; disciplinary subcommittees; provide for removal of members for conflicts of interest. Amends secs. 16231 & 16232 of 1978 PA 368 (MCL 333.16231 & 333.16232) & adds sec. 16216a.Last Action: ASSIGNED PA 0095'14 WITH IMMEDIATE EFFECT
SB 0576 of 2013 (PA 0096 of 2014),Senate Bill,Public employees and officers; ethics; supplemental conflict of interest standards for certain regulatory bodies; establish. Creates new act.Last Action: ASSIGNED PA 0096'14 WITH IMMEDIATE EFFECT
SB 0577 of 2013 (PA 0097 of 2014),Senate Bill,"Health; occupations; investigation and discipline of licensed health professionals; revise, and provide sanctions for certain conduct. Amends secs. 16221, 16222, 16226 & 16227 of 1978 PA 368 (MCL 333.16221 et seq.).Last Action: ASSIGNED PA 0097'14 WITH IMMEDIATE EFFECT"
SB 0578 of 2013 (PA 0098 of 2014),Senate Bill,Health; occupations; decisions of disciplining subcommittees; establish process for review before decision is final. Amends sec. 16216 of 1978 PA 368 (MCL 333.16216).Last Action: ASSIGNED PA 0098'14 WITH IMMEDIATE EFFECT
SB 0579 of 2013,Senate Bill,"Occupations; dietitians and nutritionists; licensing of dietitians and nutritionists; repeal and rescind administrative rules. Repeals secs. 16346, 18351, 18353, 18355, 18357, 18358, 18359, 18361 & 18363 of 1978 PA 368 (MCL 333.16346 et seq.).Last Action: REFERRED TO COMMITTEE ON REGULATORY REFORM"
SB 0580 of 2013,Senate Bill,"Economic development; renaissance zones; requirements for certain renaissance zones and certain qualified eligible next Michigan businesses; modify. Amends secs. 6, 8a, 8d, 8h & 15 of 1996 PA 376 (MCL 125.2686 et seq.).Last Action: referred to Committee on Commerce"
SB 0581 of 2013 (PA 0021 of 2014),Senate Bill,Criminal procedure; sentencing; verification of school enrollment or employment of individual released from jail to attend school or for employment purposes; amend day parole act to correct citation reference. Amends sec. 1 of 1962 PA 60 (MCL 801.251).Last Action: ASSIGNED PA 0021'14 WITH IMMEDIATE EFFECT
SB 0582 of 2013 (PA 0191 of 2014),Senate Bill,Crimes; weapons; penalties for intentionally discharging a firearm from vehicle or at a dwelling or a potentially occupied structure; increase under certain circumstances. Amends secs. 234a & 234b of 1931 PA 328 (MCL 750.234a & 750.234b).Last Action: ASSIGNED PA 0191'14 WITH IMMEDIATE EFFECT
SB 0583 of 2013 (PA 0192 of 2014),Senate Bill,"Criminal procedure; sentencing guidelines; sentencing guidelines for increased penalties for crime of intentionally discharging a firearm from a motor vehicle or at a dwelling or potentially occupied structure; enact. Amends sec. 16m, ch. XVII of 1927 PA 175 (MCL 777.16m).  TIE BAR WITH: SB 0582'13Last Action: ASSIGNED PA 0192'14 WITH IMMEDIATE EFFECT"
SB 0584 of 2013 (PA 0324 of 2014),Senate Bill,"Criminal procedure; indictment; statute of limitations for child sex trafficking or commercial sexual exploitation of children offenses; eliminate. Amends sec. 24, ch. VII of 1927 PA 175 (MCL 767.24).  TIE BAR WITH: HB 5234'14Last Action: ASSIGNED PA 0324'14 WITH IMMEDIATE EFFECT"
SB 0585 of 2013 (PA 0334 of 2014),Senate Bill,Crimes; prostitution; deferred sentencing for certain human trafficking victims; provide for. Amends 1931 PA 328 (MCL 750.1 - 750.568) by adding sec. 451c.  TIE BAR WITH: HB 5234'14Last Action: ASSIGNED PA 0334'14 WITH IMMEDIATE EFFECT
SB 0586 of 2013,Senate Bill,"Courts; probate court; jurisdiction of probate court over individuals less than 18 years of age who commit certain prostitution-related crimes; provide for. Amends sec. 2, ch. XIIA of 1939 PA 288 (MCL 712A.2) & adds sec. 11a to ch. XIIA.  TIE BAR WITH: SB 0585'13, SB 0587'13Last Action: referred to Committee on Criminal Justice"
SB 0587 of 2013 (PA 0337 of 2014),Senate Bill,Children; services; counseling program for children found to be victims of human trafficking; provide for. Amends sec. 4c of 1994 PA 203 (MCL 722.954c).Last Action: ASSIGNED PA 0337'14 WITH IMMEDIATE EFFECT
SB 0588 of 2013,Senate Bill,Criminal procedure; defenses; affirmative defense for victims of human trafficking; provide for in certain criminal prosecution. Amends 1927 PA 175 (MCL 760.1 - 777.69) by adding sec. 21d to ch. VIII.Last Action: referred to Committee on Criminal Justice
SB 0589 of 2013,Senate Bill,"Children; parental rights; grounds for termination of parental rights; expand to include certain victims of human trafficking. Amends sec. 19b, ch. XIIA of 1939 PA 288 (MCL 712A.19b).Last Action: referred to Committee on Criminal Justice"
SB 0590 of 2013 (PA 0339 of 2014),Senate Bill,Civil procedure; civil actions; human trafficking; allow victims to sue violators for damages. Creates new act.  TIE BAR WITH: HB 5234'14Last Action: ASSIGNED PA 0339'14 WITH IMMEDIATE EFFECT
SB 0591 of 2013,Senate Bill,"Criminal procedure; expunction; setting aside criminal conviction on grounds of being a victim of human trafficking; allow under certain circumstances. Amends secs. 1, 2 & 4 of 1965 PA 213 (MCL 780.621 et seq.).Last Action: referred to Committee on Criminal Justice"
SB 0592 of 2013 (PA 0341 of 2014),Senate Bill,Human services; medical services; victims of human trafficking to receive medical and psychological care; establish. Amends 1939 PA 280 (MCL 400.1 - 400.119b) by adding sec. 109m.Last Action: ASSIGNED PA 0341'14 WITH IMMEDIATE EFFECT
SB 0593 of 2013 (PA 0338 of 2014),Senate Bill,Children; foster care; consideration within foster care system for minors who may be victims of human trafficking; allow. Amends 1994 PA 203 (MCL 722.951 - 722.960) by adding sec. 4e.Last Action: ASSIGNED PA 0338'14 WITH IMMEDIATE EFFECT
SB 0594 of 2013,Senate Bill,"Local government; other; local regulation of adult entertainment business employees act; create. Creates new act.Last Action: REFERRED TO COMMITTEE ON FAMILIES, SENIORS AND HUMAN SERVICES"
