Document,Type,Description
HB 4377 of 2009 (PA 188 of 2009),House Bill,"Health; smoking; smoke-free workplace and food service establishments; require. Amends heading of pt. 129 & secs. 12601, 12603, 12611, 12613, 12614 & 12905 of 1978 PA 368 (MCL 333.12601 et seq.); adds secs. 12606, 12606a, 12606b, 12610 & 12914 & repeals secs. 12604a, 12605, 12607, 12615, 12617, 21333 & 21733 of 1978 PA 368 (MCL 333.12604a et seq.) & sec. 6127 of 2000 PA 92 (MCL 289.6127).Last Action: assigned PA 188'09"
HB 4378 of 2009,House Bill,Public employees and officers; ethics; lobbying by former legislators and executive branch officers; prohibit for 1 year after leaving state service. Amends sec. 6a of 1978 PA 472 (MCL 4.416a).Last Action: REFERRED TO COMMITTEE ON CAMPAIGN AND ELECTION OVERSIGHT
HB 4379 of 2009,House Bill,Legislature; legislators; voting on bills when a conflict of interest exists; prohibit. Amends 1968 PA 318 (MCL 15.301 - 15.310) by adding sec. 2a.Last Action: REFERRED TO COMMITTEE ON JUDICIARY
HB 4380 of 2009,House Bill,"Public employees and officers; ethics; legislators applying for or receiving certain grants from the state; prohibit. Amends sec. 2 of 1968 PA 318 (MCL 15.302).Last Action: REFERRED TO COMMITTEE ON LOCAL, URBAN AND STATE AFFAIRS"
HB 4381 of 2009,House Bill,Public employees and officers; ethics; financial disclosure report; require certain candidates for elective office and state officials to file. Creates new act.Last Action: REFERRED TO COMMITTEE ON CAMPAIGN AND ELECTION OVERSIGHT
HB 4382 of 2009,House Bill,Campaign finance; other; candidate solicitations in state facilities; prohibit. Amends 1976 PA 388 (MCL 169.201 - 169.282) by adding sec. 57a.Last Action: laid over one day under the rules
HB 4383 of 2009,House Bill,"Elections; voters; identification requirement for voters who register by mail; allow individuals to present identification to any county, city, or township clerk office before an election. Amends sec. 509t of 1954 PA 116 (MCL 168.509t).Last Action: REFERRED TO COMMITTEE ON CAMPAIGN AND ELECTION OVERSIGHT"
HB 4384 of 2009,House Bill,Public utilities; consumer services; shut-off service for nonpayment of bills; prohibit during months of December-March. Amends 1939 PA 3 (MCL 460.1 - 460.10cc) by adding sec. 9d.Last Action: REFERRED TO COMMITTEE ON ENERGY POLICY AND PUBLIC UTILITIES
HB 4385 of 2009,House Bill,Public utilities; consumer services; information regarding assistance programs; require to be included in shutoff notice. Amends 1939 PA 3 (MCL 460.1 - 460.11) by adding sec. 9e.Last Action: REFERRED TO COMMITTEE ON ENERGY POLICY AND PUBLIC UTILITIES
HB 4386 of 2009 (PA 152 of 2009),House Bill,Public utilities; consumer services; shutoff procedures for certain municipal utility customers; provide for. Amends 1939 PA 3 (MCL 460.1 - 460.11) by adding sec. 9s.Last Action: assigned PA 152'09 with immediate effect
HB 4387 of 2009,House Bill,Public utilities; consumer services; penalties for violation of shutoff procedures; allow commission to establish. Amends 1939 PA 3 (MCL 460.1 - 460.11) by adding sec. 9h.Last Action: REFERRED TO COMMITTEE ON ENERGY POLICY AND PUBLIC UTILITIES
HB 4388 of 2009,House Bill,Public utilities; consumer services; notice requirement for utility shutoff; establish. Amends 1939 PA 3 (MCL 460.1 - 460.11) by adding sec. 9d.Last Action: REFERRED TO COMMITTEE ON ENERGY POLICY AND PUBLIC UTILITIES
HB 4389 of 2009,House Bill,Public utilities; consumer services; uniform standards for shutoff procedures; require public service commission to establish. Amends 1939 PA 3 (MCL 460.1 - 460.11) by adding sec. 9g.Last Action: printed bill filed 02/20/2009
HB 4390 of 2009,House Bill,Public utilities; consumer services; use of electric service limiters; prohibit until standards are established. Amends 1939 PA 3 (MCL 460.1 - 460.11) by adding sec. 6t.Last Action: REFERRED TO COMMITTEE ON ENERGY POLICY AND PUBLIC UTILITIES
HB 4391 of 2009,House Bill,Public utilities; consumer services; fees or fines related to improper shutoff; prohibit. Amends 1939 PA 3 (MCL 460.1 - 460.11) by adding sec. 9f.Last Action: REFERRED TO COMMITTEE ON ENERGY POLICY AND PUBLIC UTILITIES
HB 4392 of 2009,House Bill,Public utilities; consumer services; contact to a senior citizen consumer regarding service restoration; require within 3 business days. Amends 1939 PA 3 (MCL 460.1 - 460.11) by adding sec. 9i.Last Action: REFERRED TO COMMITTEE ON ENERGY POLICY AND PUBLIC UTILITIES
HB 4393 of 2009,House Bill,Public utilities; consumer services; penalties for violation of shutoff procedures; allow commission to establish. Amends 1939 PA 3 (MCL 460.1 - 460.11) by adding sec. 9h.Last Action: printed bill filed 02/20/2009
HB 4394 of 2009 (PA 60 of 2010),House Bill,"Traffic control; violations; operating a motor vehicle while reading, typing, or sending a text message on an electronic wireless device; prohibit, and provide penalties for. Amends 1949 PA 300 (MCL 257.1 - 257.923) by adding sec. 602b.  TIE BAR WITH: HB 4370'09, SB 0468'09Last Action: assigned PA 60'10 with immediate effect"
HB 4395 of 2009,House Bill,Income tax; other; boy scouts of Michigan fund act; create. Creates new act.  TIE BAR WITH: HB 4396'09Last Action: recommendation concurred in
HB 4396 of 2009,House Bill,Income tax; checkoff; boy scouts of Michigan fund; provide for. Amends sec. 435 of 1967 PA 281 (MCL 206.435).  TIE BAR WITH: HB 4395'09Last Action: recommendation concurred in
HB 4397 of 2009 (PA 22 of 2009),House Bill,Education; financing; investment of certain deposit; include credit unions. Amends secs. 622 & 1223 of 1976 PA 451 (MCL 380.622 & 380.1223).  TIE BAR WITH: SB 0195'09Last Action: assigned PA 22'09 with immediate effect
HB 4398 of 2009,House Bill,Local government; financing; investment in certain certificates of deposit; include credit unions. Amends sec. 1 of 1943 PA 20 (MCL 129.91).Last Action: REFERRED TO COMMITTEE ON BANKING AND FINANCIAL INSTITUTIONS
HB 4399 of 2009,House Bill,Education; other; school vision screening to include check for color blindness; require. Amends sec. 1177 of 1976 PA 451 (MCL 380.1177).Last Action: printed bill filed 02/25/2009
HB 4400 of 2009,House Bill,Vehicles; abandoned; assessment and collection of enforcement fee for certain abandoned vehicles; provide for. Amends sec. 907 of 1949 PA 300 (MCL 257.907).Last Action: REFERRED TO COMMITTEE OF THE WHOLE WITH SUBSTITUTE S-2
HB 4401 of 2009,House Bill,Public employees and officers; state; state transportation commissioner bonding requirements; eliminate. Amends sec. 3 of 1964 PA 286 (MCL 247.803).Last Action: REFERRED TO COMMITTEE ON TRANSPORTATION
HB 4402 of 2009,House Bill,Trade; consumer goods and services; certain sales or use of human lice treatments containing lindane; prohibit. Amends 1978 PA 368 (MCL 333.1101 - 333.25211) by adding pt. 140 to art. 12.Last Action: REFERRED TO COMMITTEE ON GOVERNMENT OPERATIONS AND REFORM
HB 4403 of 2009,House Bill,Torts; liability; immunity for national ski patrol member; expand to include nonski emergencies. Amends sec. 7 of 1963 PA 17 (MCL 691.1507).Last Action: printed bill filed 02/25/2009
HB 4404 of 2009 (PA 116 of 2010),House Bill,Sales tax; exemptions; certain machinery and equipment used in sawmill operations; exempt. Amends sec. 4t of 1933 PA 167 (MCL 205.54t).  TIE BAR WITH: SB 0198'09Last Action: assigned PA 116'10 with immediate effect
HB 4405 of 2009,House Bill,"Criminal procedure; expunction; record expunction for certain offenders; provide for. Amends secs. 1, 3 & 4 of 1965 PA 213 (MCL 780.621 et seq.).Last Action: referred to second reading"
HB 4406 of 2009 (PA 117 of 2010),House Bill,"Health; abortion; report form; require Hispanic ethnicity of patient to be reported, if applicable. Amends sec. 2835 of 1978 PA 368 (MCL 333.2835).Last Action: assigned PA 117'10 with immediate effect"
HB 4407 of 2009,House Bill,School aid; penalties; counting additional 20 hours of instruction time lost due to weather or other circumstances; provide for 2008-2009. Amends sec. 101 of 1979 PA 94 (MCL 388.1701).Last Action: printed bill filed 02/25/2009
HB 4408 of 2009,House Bill,"Health; pharmaceuticals; notification requirement when interchanging an antiepileptic drug; provide for, and require informed consent. Amends 1978 PA 368 (MCL 333.1101 - 333.25211) by adding sec. 17769.Last Action: printed bill filed 02/25/2009"
HB 4409 of 2009,House Bill,Human services; medical services; foster parents to authorize nonemergency medical procedures for foster children; allow. Amends sec. 14a of 1973 PA 116 (MCL 722.124a).Last Action: REFERRED TO COMMITTEE ON FAMILIES AND HUMAN SERVICES
HB 4410 of 2009,House Bill,"Education; curricula; general diploma curriculum as alternative for high school graduation; provide for. Amends secs. 1278a, 1278b & 1280 of 1976 PA 451 (MCL 380.1278a et seq.) & adds sec. 1278c.  TIE BAR WITH: SB 0638'09Last Action: laid over one day under the rules"
HB 4411 of 2009,House Bill,Vehicles; off-road; operation of an ATV on a nondesignated trail by a person over 60 years of age or a person with a disability; allow. Amends sec. 81133 of 1994 PA 451 (MCL 324.81133).Last Action: printed bill filed 02/25/2009
HB 4412 of 2009,House Bill,"Property tax; delinquent taxes; property tax foreclosure process; extend to 3 years. Amends secs. 78a, 78e, 78f & 78g of 1893 PA 206 (MCL 211.78a et seq.).Last Action: recommendation concurred in"
HB 4413 of 2009,House Bill,School aid; fiscal year appropriations; requirement for enactment of school aid budget by July 1 each year; establish. Amends 1979 PA 94 (MCL 388.1601 - 388.1772) by adding sec. 9.Last Action: printed bill filed 02/25/2009
HB 4414 of 2009,House Bill,Property tax; principal residence exemption; audit process for homestead exemption irregularities; revise. Amends sec. 7cc of 1893 PA 206 (MCL 211.7cc).Last Action: printed bill filed 02/25/2009
HB 4415 of 2009,House Bill,Occupations; chiropractors; special volunteer license for retired physicians; expand to include chiropractors. Amends secs. 16184 & 16185 of 1978 PA 368 (MCL 333.16184 & 333.16185).Last Action: printed bill filed 02/25/2009
HB 4416 of 2009,House Bill,Sales tax; exemptions; certain textbooks; provide for. Amends 1933 PA 167 (MCL 205.51 - 205.78) by adding sec. 4ee.Last Action: printed bill filed 02/25/2009
HB 4417 of 2009,House Bill,Vehicles; driver training; driver education vehicles; allow to be equipped with an amber strobe light. Amends sec. 698 of 1949 PA 300 (MCL 257.698).Last Action: printed bill filed 02/25/2009
HB 4418 of 2009,House Bill,"Property tax; other; property tax assessment roll; prepare separate roll for property eligible for exemption, deduction, or credit under the Michigan renaissance zone act. Amends sec. 34c of 1893 PA 206 (MCL 211.34c).Last Action: printed bill filed 02/25/2009"
HB 4419 of 2009,House Bill,"Food; service establishments; compliance with state or local laws, codes, ordinances, rules, or regulations in order to be licensed; require. Amends sec. 4107 of 2000 PA 92 (MCL 289.4107).  TIE BAR WITH: HB 4377'09Last Action: printed bill filed 02/25/2009"
HB 4420 of 2009,House Bill,Education; attendance; parent requests for classroom assignment of multiple birth siblings; require public schools to comply with. Amends 1976 PA 451 (MCL 380.1 - 380.1852) by adding sec. 1147a.Last Action: printed bill filed 02/25/2009
HB 4421 of 2009,House Bill,Michigan business tax; tax base; income from certain dispositions of property in certain circumstances; exclude from business income tax base. Amends sec. 201 of 2007 PA 36 (MCL 208.1201).Last Action: printed bill filed 02/25/2009
HB 4422 of 2009,House Bill,Insurance; no-fault; premium discounts for good driving records; require. Amends 1956 PA 218 (MCL 500.100 - 500.8302) by adding sec. 2110c.Last Action: printed bill filed 02/25/2009
HB 4423 of 2009,House Bill,Insurance; no-fault; explanation of Michigan catastrophic claims association assessment; require in certain cases. Amends sec. 2112 of 1956 PA 218 (MCL 500.2112).Last Action: printed bill filed 02/25/2009
HB 4424 of 2009,House Bill,Insurance; essential; adjustment to premium; allow under certain circumstances. Amends sec. 2114 of 1956 PA 218 (MCL 500.2114).Last Action: referred to second reading
HB 4425 of 2009,House Bill,"Insurance; no-fault; rate-making oversight and review; provide for. Amends secs. 2106, 2108, 2109, 2110, 2114 & 2127 of 1956 PA 218 (MCL 500.2106 et seq.) & adds sec. 2109a.Last Action: printed bill filed 02/25/2009"
HB 4426 of 2009,House Bill,Insurance; no-fault; annual audit of Michigan catastrophic claims association; require. Amends sec. 3104 of 1956 PA 218 (MCL 500.3104).Last Action: REFERRED TO COMMITTEE ON ECONOMIC DEVELOPMENT AND REGULATORY REFORM
HB 4427 of 2009,House Bill,Insurance; no-fault; Michigan catastrophic claims association; require to comply with freedom of information act and open meetings act and require annual audit. Amends secs. 134 & 3104 of 1956 PA 218 (MCL 500.134 & 500.3104).Last Action: REFERRED TO COMMITTEE ON ECONOMIC DEVELOPMENT AND REGULATORY REFORM
HB 4428 of 2009,House Bill,Use tax; collections; collection on sale or lease of motor vehicles and vehicle-related items; earmark a portion to the comprehensive transportation fund. Amends sec. 21 of 1937 PA 94 (MCL 205.111).Last Action: printed bill filed 02/25/2009
HB 4429 of 2009,House Bill,Insurance; no-fault; membership on Michigan catastrophic claims association board; increase. Amends sec. 3104 of 1956 PA 218 (MCL 500.3104).Last Action: REFERRED TO COMMITTEE ON ECONOMIC DEVELOPMENT AND REGULATORY REFORM
HB 4430 of 2009,House Bill,Sales tax; collections; tax on sale of bottled water; provide for. Amends sec. 4g of 1933 PA 167 (MCL 205.54g).Last Action: printed bill filed 02/25/2009
