Document,Type,Description
SB 0805 of 2007,Senate Bill,Education; examinations; components of Michigan merit examination; revise in school code. Amends sec. 1279g of 1976 PA 451 (MCL 380.1279g).Last Action: REFERRED TO COMMITTEE ON EDUCATION
SB 0806 of 2007,Senate Bill,Education; examinations; components of Michigan merit examination; revise in school aid act. Amends sec. 104b of 1979 PA 94 (MCL 388.1704b).  TIE BAR WITH: SB 0805'07Last Action: REFERRED TO COMMITTEE ON APPROPRIATIONS
SB 0807 of 2007,Senate Bill,Education; examinations; ACT writing test component of Michigan merit examination; make optional and provide that pupil is responsible for cost of. Amends sec. 1279g of 1976 PA 451 (MCL 380.1279g).Last Action: REFERRED TO COMMITTEE ON EDUCATION
SB 0808 of 2007,Senate Bill,Education; examinations; ACT writing test component of Michigan merit examination; make optional and provide that pupil is responsible for cost of in school aid act. Amends sec. 104b of 1979 PA 94 (MCL 388.1704b).  TIE BAR WITH: SB 0807'07Last Action: REFERRED TO COMMITTEE ON APPROPRIATIONS
SB 0809 of 2007,Senate Bill,Education; examinations; social studies as part of MEAP program; eliminate. Amends sec. 1 of 1970 PA 38 (MCL 388.1081).Last Action: REFERRED TO COMMITTEE ON EDUCATION
SB 0810 of 2007,Senate Bill,Education; examinations; social studies component of Michigan merit exam; eliminate in school code. Amends sec. 1279g of 1976 PA 451 (MCL 380.1279g).Last Action: REFERRED TO COMMITTEE ON EDUCATION
SB 0811 of 2007,Senate Bill,Education; examinations; social studies component of Michigan merit exam; eliminate in school aid act. Amends sec. 104b of 1979 PA 94 (MCL 388.1704b).  TIE BAR WITH: SB 0810'07Last Action: REFERRED TO COMMITTEE ON APPROPRIATIONS
SB 0812 of 2007,Senate Bill,Education; examinations; requirement for state to develop end of course examinations for high school curriculum; eliminate. Amends secs. 1278a & 1278b of 1976 PA 451 (MCL 380.1278a & 380.1278b).Last Action: REFERRED TO COMMITTEE ON EDUCATION
SB 0813 of 2007,Senate Bill,Education; examinations; pupil to pay fee for any repeat of Michigan merit examination; provide for. Amends sec. 1279g of 1976 PA 451 (MCL 380.1279g).Last Action: REFERRED TO COMMITTEE ON EDUCATION
SB 0814 of 2007,Senate Bill,Education; examinations; pupil to pay fee for any repeat of Michigan merit examination; provide for in school aid act. Amends sec. 104b of 1979 PA 94 (MCL 388.1704b).  TIE BAR WITH: SB 0813'07Last Action: REFERRED TO COMMITTEE ON APPROPRIATIONS
SB 0815 of 2007 (PA 0048 of 2008),Senate Bill,Communications; telecommunications; ability of CMRS supplier or reseller to collect service charge; clarify. Amends secs. 401 & 408 of 1986 PA 32 (MCL 484.1401 & 484.1408).Last Action: ASSIGNED PA 0048'08 WITH IMMEDIATE EFFECT
SB 0816 of 2007 (PA 0522 of 2008),Senate Bill,Economic development; local development financing; provision reference to an annual audit of the authority whose district includes eligible property; repeal. Amends sec. 19 of 1986 PA 281 (MCL 125.2169).Last Action: ASSIGNED PA 0522'08 WITH IMMEDIATE EFFECT
SB 0817 of 2007,Senate Bill,"Civil procedure; statute of limitations; ""discovery rule""; codify. Amends sec. 5827 of 1961 PA 236 (MCL 600.5827).Last Action: REFERRED TO COMMITTEE ON JUDICIARY"
SB 0818 of 2007,Senate Bill,Vehicles; registration plates; waiver of service fee for registration plates for disabled veterans; provide for. Amends sec. 803f of 1949 PA 300 (MCL 257.803f).Last Action: REFERRED TO COMMITTEE ON SENIOR CITIZENS AND VETERANS AFFAIRS
SB 0819 of 2007,Senate Bill,Communications; cellular telephone; active duty military personnel; allow to cancel cellular telephone contract without penalties. Amends 1991 PA 179 (MCL 484.2101 - 484.2604) by adding sec. 304b.Last Action: REFERRED TO COMMITTEE ON SENIOR CITIZENS AND VETERANS AFFAIRS
SB 0820 of 2007,Senate Bill,Vehicles; registration plates; waiver of service fee for special registration plates for certain veterans; provide for. Amends sec. 803e of 1949 PA 300 (MCL 257.803e).Last Action: REFERRED TO COMMITTEE ON SENIOR CITIZENS AND VETERANS AFFAIRS
SB 0821 of 2007,Senate Bill,Trade; labeling; labeling of beverage containers; require scannable bar codes or universal product codes. Creates new act.Last Action: REFERRED TO COMMITTEE ON APPROPRIATIONS
SB 0822 of 2007,Senate Bill,Trade; vending machines; reverse vending machines; regulate. Creates new act.Last Action: REFERRED TO COMMITTEE ON APPROPRIATIONS
SB 0823 of 2007,Senate Bill,"Occupations; private detectives; definition and qualifications of licensed professional investigator; revise, and clarify the conduct of certain activities. Amends title & secs. 1, 2, 3, 4, 5, 6, 7, 8, 10, 14, 16, 17, 19, 20, 22, 24, 27 & 29 of 1965 PA 285 (MCL 338.821 et seq.).Last Action: REFERRED TO COMMITTEE ON ECONOMIC DEVELOPMENT AND REGULATORY REFORM"
SB 0824 of 2007,Senate Bill,Use tax; collections; application of tax to certain services; repeal. Repeals sec. 3d of 1937 PA 94 (MCL 205.93d).Last Action: REFERRED TO COMMITTEE ON FINANCE
SB 0825 of 2007,Senate Bill,"Traffic control; violations; aggressive driving; prohibit, and provide penalties and sanctions. Amends secs. 319 & 319b of 1949 PA 300 (MCL 257.319 & 257.319b) & adds sec. 626d.Last Action: REFERRED TO COMMITTEE ON TRANSPORTATION"
SB 0826 of 2007 (PA 0064 of 2008),Senate Bill,"Financial institutions; mortgage brokers and lenders; regulation of and registration of mortgage loan officers; create mortgage industry advisory board. Amends sec. 33 of 1987 PA 173 (MCL 445.1683).  TIE BAR WITH: HB 5287'07, HB 5288'07, HB 5289'07, HB 5290'07, HB 5291'07, SB 0827'07, SB 0828'07, SB 0829'07, SB 0830'07, SB 0831'07, SB 0832'07, SB 0833'07Last Action: ASSIGNED PA 0064'08 WITH IMMEDIATE EFFECT"
SB 0827 of 2007 (PA 0065 of 2008),Senate Bill,"Criminal procedure; sentencing guidelines; violation of mortgage company act or secondary mortgage loan act; reflect reduction of penalty to misdemeanor. Amends sec. 14h, ch. XVII of 1927 PA 175 (MCL 777.14h).  TIE BAR WITH: HB 5287'07, HB 5288'07, HB 5289'07, HB 5290'07, HB 5291'07, SB 0826'07, SB 0828'07, SB 0829'07, SB 0830'07, SB 0831'07, SB 0832'07, SB 0833'07Last Action: ASSIGNED PA 0065'08 WITH IMMEDIATE EFFECT"
SB 0828 of 2007 (PA 0066 of 2008),Senate Bill,"Financial institutions; mortgage brokers and lenders; regulation and registration of mortgage loan officers; revise title and definition section of mortgage broker act. Amends title & sec. 1a of 1987 PA 173 (MCL 445.1651a).  TIE BAR WITH: HB 5287'07, HB 5288'07, HB 5289'07, HB 5290'07, HB 5291'07, SB 0826'07, SB 0827'07, SB 0829'07, SB 0830'07, SB 0831'07, SB 0832'07, SB 0833'07Last Action: ASSIGNED PA 0066'08 WITH IMMEDIATE EFFECT"
SB 0829 of 2007 (PA 0067 of 2008),Senate Bill,"Financial institutions; mortgage brokers and lenders; regulation and registration of mortgage loan officers; establish registration renewal process. Amends 1987 PA 173 (MCL 445.1651 - 445.1684) by adding sec. 2b.  TIE BAR WITH: HB 5287'07, HB 5288'07, HB 5289'07, HB 5290'07, HB 5291'07, SB 0826'07, SB 0827'07, SB 0828'07, SB 0830'07, SB 0831'07, SB 0832'07, SB 0833'07Last Action: ASSIGNED PA 0067'08 WITH IMMEDIATE EFFECT"
SB 0830 of 2007 (PA 0068 of 2008),Senate Bill,"Financial institutions; mortgage brokers and lenders; regulation and registration of mortgage loan officers; establish fees and allocate fee revenue to MBLSLA fund. Amends sec. 8 of 1987 PA 173 (MCL 445.1658).  TIE BAR WITH: HB 5287'07, HB 5288'07, HB 5289'07, HB 5290'07, HB 5291'07, SB 0826'07, SB 0827'07, SB 0828'07, SB 0829'07, SB 0831'07, SB 0832'07, SB 0833'07Last Action: ASSIGNED PA 0068'08 WITH IMMEDIATE EFFECT"
SB 0831 of 2007 (PA 0069 of 2008),Senate Bill,"Financial institutions; mortgage brokers and lenders; regulation and registration of mortgage loan officers; establish effect of surrender, revocation, or suspension of registration. Amends sec. 10 of 1987 PA 173 (MCL 445.1660).  TIE BAR WITH: HB 5287'07, HB 5288'07, HB 5289'07, HB 5290'07, HB 5291'07, SB 0826'07, SB 0827'07, SB 0828'07, SB 0829'07, SB 0830'07, SB 0832'07, SB 0833'07Last Action: ASSIGNED PA 0069'08 WITH IMMEDIATE EFFECT"
SB 0832 of 2007 (PA 0070 of 2008),Senate Bill,"Financial institutions; mortgage brokers and lenders; regulation and registration of mortgage loan officers; prohibit certain activities by loan officers. Amends sec. 22a of 1987 PA 173 (MCL 445.1672a) & adds sec. 22b.  TIE BAR WITH: HB 5287'07, HB 5288'07, HB 5289'07, HB 5290'07, HB 5291'07, SB 0826'07, SB 0827'07, SB 0828'07, SB 0829'07, SB 0830'07, SB 0831'07, SB 0833'07Last Action: ASSIGNED PA 0070'08 WITH IMMEDIATE EFFECT"
SB 0833 of 2007 (PA 0071 of 2008),Senate Bill,"Financial institutions; mortgage brokers and lenders; regulation and registration of mortgage loan officers; prohibit acting without registration and establish penalties and remedies for violating act. Amends sec. 29 of 1987 PA 173 (MCL 445.1679).  TIE BAR WITH: HB 5287'07, HB 5288'07, HB 5289'07, HB 5290'07, HB 5291'07, SB 0826'07, SB 0827'07, SB 0828'07, SB 0829'07, SB 0830'07, SB 0831'07, SB 0832'07Last Action: ASSIGNED PA 0071'08 WITH IMMEDIATE EFFECT"
SB 0834 of 2007 (PA 316 of 2008),Senate Bill,"Education; curricula; financial literacy course as a permissible mathematics course under Michigan merit standard for high school graduation; provide for, and allow algebra II to be taken over 2 years for 2 credits. Amends sec. 1278a of 1976 PA 451 (MCL 380.1278a).Last Action: ASSIGNED PA 316'08 WITH IMMEDIATE EFFECT"
SB 0835 of 2007,Senate Bill,Property tax; assessments; assessing procedures; revise. Amends sec. 24 of 1893 PA 206 (MCL 211.24).Last Action: REFERRED TO COMMITTEE ON FINANCE
SB 0836 of 2007 (PA 0219 of 2008),Senate Bill,School aid; other; certain requirements for qualifying for state aid for certain shared time instruction between public schools and private schools; revise. Amends sec. 166b of 1979 PA 94 (MCL 388.1766b).Last Action: ASSIGNED PA 0219'08 WITH IMMEDIATE EFFECT
SB 0837 of 2007,Senate Bill,State financing and management; purchasing; purchase of any foreign-made United States or Michigan flags; prohibit. Amends sec. 261 of 1984 PA 431 (MCL 18.1261).Last Action: REFERRED TO COMMITTEE ON APPROPRIATIONS
SB 0838 of 2007,Senate Bill,Use tax; collections; application of tax to certain services; repeal. Repeals sec. 3d of 1937 PA 94 (MCL 205.93d).Last Action: motion to discharge committee postponed for day
SB 0839 of 2007,Senate Bill,Occupations; construction; licensure of certain commercial carpenters; provide for under certain circumstances. Creates new act.Last Action: REFERRED TO COMMITTEE ON COMMERCE AND TOURISM
SB 0840 of 2007,Senate Bill,Occupations; construction; registration of residential carpenters; require under certain circumstances. Creates new act.Last Action: REFERRED TO COMMITTEE ON COMMERCE AND TOURISM
SB 0841 of 2007,Senate Bill,Criminal procedure; bail; bondsman's costs and fees; modify. Amends sec. 167b of 1931 PA 328 (MCL 750.167b).Last Action: REFERRED TO COMMITTEE ON JUDICIARY
SB 0842 of 2007,Senate Bill,Education; students; demonstration of basic literacy skills; require for promotion to fourth grade. Amends sec. 1280b of 1976 PA 451 (MCL 380.1280b) & adds sec. 1283.  TIE BAR WITH: SB 1275'08Last Action: referred to Committee on Education
SB 0843 of 2007,Senate Bill,Labor; health and safety; promulgation of rules regarding workplace ergonomics; prohibit. Amends 1974 PA 154 (MCL 408.1001 - 408.1094) by adding sec. 17.Last Action: referred to Committee on Labor
SB 0844 of 2007,Senate Bill,Business tax; other; tax credit for certain charitable contributions; expand to include Detroit symphony orchestra. Amends sec. 422 of 2007 PA 36 (MCL 208.1422).Last Action: REFERRED TO COMMITTEE ON FINANCE
SB 0845 of 2007 (PA 0148 of 2007),Senate Bill,Use tax; collections; application of tax to certain services; prohibit collection and enforcement. Amends 1937 PA 94 (MCL 205.91 - 205.111) by adding sec. 3e.Last Action: ASSIGNED PA 0148'07 WITH IMMEDIATE EFFECT
SB 0846 of 2007 (PA 0234 of 2008),Senate Bill,"State financing and management; funds; divestment from terror act; enact. Creates new act.  TIE BAR WITH: HB 4854'07, HB 4903'07Last Action: ASSIGNED PA 0234'08 WITH IMMEDIATE EFFECT"
SB 0847 of 2007,Senate Bill,Retirement; investments; investing with companies doing business with certain countries; prohibit. Amends sec. 13 of 1965 PA 314 (MCL 38.1133).  TIE BAR WITH: SB 0846'07Last Action: referred to Committee on Government Operations
SB 0848 of 2007 (PA 0235 of 2008),Senate Bill,Veterans; trust fund; divestment requirements for the veterans trust fund; provide for. Amends sec. 5 of 1946 (1st Ex Sess) PA 9 (MCL 35.605).  TIE BAR WITH: SB 0846'07Last Action: ASSIGNED PA 0235'08 WITH IMMEDIATE EFFECT
SB 0849 of 2007 (PA 0236 of 2008),Senate Bill,State financing and management; funds; investment of funds under the natural resources and environmental protection act in compliance with certain requirements; provide for. Amends 1994 PA 451 (MCL 324.101 - 324.90106) by adding sec. 503b.  TIE BAR WITH: SB 0846'07Last Action: ASSIGNED PA 0236'08 WITH IMMEDIATE EFFECT
SB 0850 of 2007 (PA 0237 of 2008),Senate Bill,Higher education; community colleges; investing with companies doing business with certain countries that support international terrorism; prohibit. Amends secs. 124 & 142 of 1966 PA 331 (MCL 389.124 & 389.142).  TIE BAR WITH: SB 0846'07Last Action: ASSIGNED PA 0237'08 WITH IMMEDIATE EFFECT
SB 0851 of 2007,Senate Bill,State financing and management; funds; Michigan strategic funds in compliance with certain requirements; provide for. Amends 1984 PA 270 (MCL 125.2001 - 125.2094) by adding sec. 7a.  TIE BAR WITH: SB 0846'07Last Action: referred to Committee on Government Operations
SB 0852 of 2007 (PA 0256 of 2008),Senate Bill,State financing and management; funds; investment of 21st century jobs trust funds in compliance with certain requirements; provide for. Amends sec. 7 of 2000 PA 489 (MCL 12.257).  TIE BAR WITH: SB 0846'07Last Action: ASSIGNED PA 0256'08 WITH IMMEDIATE EFFECT
SB 0853 of 2007 (PA 0238 of 2008),Senate Bill,State financing and management; funds; investing children's trust funds in compliance with certain requirements; provide for. Amends sec. 1 of 1982 PA 249 (MCL 21.171).  TIE BAR WITH: SB 0846'07Last Action: ASSIGNED PA 0238'08 WITH IMMEDIATE EFFECT
SB 0854 of 2007,Senate Bill,State financing and management; funds; investing surplus treasury funds in compliance with certain requirements; provide for. Amends 1855 PA 105 (MCL 21.141 - 21.147) by adding sec. 5.  TIE BAR WITH: SB 0846'07Last Action: referred to Committee on Government Operations
SB 0855 of 2007,Senate Bill,State financing and management; funds; divestment requirements for state lottery fund; provide for. Amends sec. 41 of 1972 PA 239 (MCL 432.41).  TIE BAR WITH: SB 0846'07Last Action: referred to Committee on Government Operations
SB 0856 of 2007 (PA 0239 of 2008),Senate Bill,Higher education; other; investing assets of Michigan education trust in companies doing business with certain countries that support international terrorism; prohibit. Amends secs. 9 & 11 of 1986 PA 316 (MCL 390.1429 & 390.1431).  TIE BAR WITH: SB 0846'07Last Action: ASSIGNED PA 0239'08 WITH IMMEDIATE EFFECT
SB 0857 of 2007,Senate Bill,"Use tax; collections; application of tax related to couriers and messengers, travel agency, and skiing; clarify. Amends sec. 3d of 1937 PA 94 (MCL 205.93d).Last Action: REFERRED TO COMMITTEE ON FINANCE"
SB 0858 of 2007 (PA 0187 of 2008),Senate Bill,"Water; conservation; water withdrawals; require certain community suppliers to conduct an evaluation. Amends sec. 4 of 1976 PA 399 (MCL 325.1004).  TIE BAR WITH: HB 4343'07, HB 5065'07, HB 5066'07, HB 5067'07, HB 5069'07, HB 5073'07, SB 0212'07, SB 0723'07, SB 0727'07, SB 0859'07, SB 0860'07Last Action: ASSIGNED PA 0187'08 WITH IMMEDIATE EFFECT"
SB 0859 of 2007 (PA 186 of 2008),Senate Bill,"Water; conservation; water withdrawal violations; provide penalties and remedies. Amends sec. 32713 of 1994 PA 451 (MCL 324.32713).  TIE BAR WITH: HB 4343'07, HB 5065'07, HB 5066'07, HB 5067'07, HB 5069'07, HB 5073'07, SB 0212'07, SB 0723'07, SB 0727'07, SB 0858'07, SB 0860'07Last Action: ASSIGNED PA 186'08 WITH IMMEDIATE EFFECT"
SB 0860 of 2007 (PA 0185 of 2008),Senate Bill,"Water; conservation; water withdrawal assessment tool; implement. Amends sec. 32728 of 1994 PA 451 (MCL 324.32728) & adds secs. 32706a, 32706b, 32706e & 32729.  TIE BAR WITH: HB 4343'07, HB 5065'07, HB 5066'07, HB 5067'07, HB 5069'07, HB 5073'07, SB 0212'07, SB 0723'07, SB 0727'07, SB 0858'07, SB 0859'07Last Action: ASSIGNED PA 0185'08 WITH IMMEDIATE EFFECT"
SB 0861 of 2007 (PA 0549 of 2008),Senate Bill,Higher education; financial aid; Michigan promise zone authority; establish. Creates new act.  TIE BAR WITH: HB 5375'07Last Action: ASSIGNED PA 0549'08 WITH IMMEDIATE EFFECT
SB 0862 of 2007,Senate Bill,"Income tax; deductions; firefighter's wage or comparable amount and other expenses; provide for deduction of up to $5,000.00. Amends sec. 30 of 1967 PA 281 (MCL 206.30).Last Action: REFERRED TO COMMITTEE ON FINANCE"
